OTU,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU522,NA,NA,NA,NA,NA,NA,synthetic construct,4,7,8,39,74,272,686
OTU946,Eukaryota,Streptophyta,NA,Fagales,Juglandaceae,Juglans,Juglans major,2,4,5,20,41,212,545
OTU243,Eukaryota,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus engelmannii,2,4,5,20,40,211,542
OTU16565,Eukaryota,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus engelmannii,2,4,5,20,40,211,542
OTU8127,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU16607,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium moschatum,2,4,5,22,43,214,552
OTU12546,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU19594,Eukaryota,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus engelmannii,2,4,5,20,40,211,542
OTU12653,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU17106,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU17807,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium moschatum,2,4,5,22,43,214,552
OTU1170,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Chaenactis,Chaenactis macrantha,2,4,5,10,13,80,176
OTU763,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Chaenactis,Chaenactis macrantha,2,4,5,10,13,80,176
OTU14601,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU14869,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU19087,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU13767,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU19369,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU18843,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU19771,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU11789,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU19202,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium moschatum,2,4,5,22,43,214,552
OTU10867,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU24086,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU15308,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU23539,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20052,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU89,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU843,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia leptoclada,2,4,5,12,18,131,282
OTU194,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia cumingiana,2,4,5,12,18,131,281
OTU457,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia leptoclada,2,4,5,12,18,131,282
OTU256,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia leptoclada,2,4,5,12,18,131,282
OTU34,Eukaryota,Streptophyta,NA,Lamiales,Plantaginaceae,Plantago,Plantago spinulosa,2,4,5,23,49,230,578
OTU673,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia leptoclada,2,4,5,12,18,131,282
OTU1032,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia sophioides,2,4,5,12,18,131,285
OTU1030,Eukaryota,Streptophyta,NA,Lamiales,Plantaginaceae,Plantago,Plantago erecta,2,4,5,23,49,230,573
OTU813,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia leptoclada,2,4,5,12,18,131,282
OTU9,Eukaryota,Streptophyta,NA,Boraginales,Boraginaceae,Cryptantha,Cryptantha minima,2,4,5,11,14,123,260
OTU561,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces succiniciruminis,1,1,1,1,1,1,1
OTU356,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Lupinus,Lupinus odoratus,2,4,5,19,38,198,519
OTU934,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia leptoclada,2,4,5,12,18,131,282
OTU749,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Descurainia,Descurainia leptoclada,2,4,5,12,18,131,282
OTU468,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium moschatum,2,4,5,22,43,214,552
OTU1019,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Lupinus,Lupinus odoratus,2,4,5,19,38,198,519
OTU5147,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU12956,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU5415,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22882,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU23918,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22453,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU14917,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU12187,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU564,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Viguiera,Viguiera seemannii,2,4,5,10,13,116,246
OTU2924,Eukaryota,Streptophyta,NA,Pinales,Pinaceae,Pinus,Pinus rigida,2,4,5,28,56,245,618
OTU3886,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU8491,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU22330,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU10493,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU10358,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU20635,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Viguiera,Viguiera seemannii,2,4,5,10,13,116,246
OTU17941,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU8250,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU10249,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20489,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus annuus,2,4,5,10,13,90,192
OTU15516,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU7981,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5750,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU18383,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU9510,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21508,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22230,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU11790,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU19162,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU11447,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU2969,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU23285,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU14795,Eukaryota,Streptophyta,NA,Pinales,Pinaceae,Pinus,Pinus rigida,2,4,5,28,56,245,618
OTU14168,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU19707,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU15490,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21771,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU15973,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU21514,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU21924,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU14087,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22580,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU8488,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU14846,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU17930,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU13435,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU16702,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU22704,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22126,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU18043,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU7416,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9724,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Helianthus,Helianthus strumosus,2,4,5,10,13,90,196
OTU16584,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU18554,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU15957,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU19387,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU12293,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU18202,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU13398,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10956,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU8040,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU12545,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU16701,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU15081,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10002,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU7180,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU19697,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU13541,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU17080,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU22863,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20857,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU18083,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU12940,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU19781,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21456,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9754,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10214,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU14322,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU5963,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU14549,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU19710,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus spinosus,2,4,5,13,20,139,311
OTU14823,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU17855,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20888,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10410,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU648,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU2321,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU17589,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU10064,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU23571,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9673,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21185,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU13518,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU16406,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU18910,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU21828,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU21637,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU8893,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU15975,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU13468,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU15764,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU21929,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21308,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU15626,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU23198,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU19861,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU12883,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU22767,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20201,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU15338,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10241,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10438,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21153,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10281,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU5231,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10750,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22339,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9964,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10524,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU12511,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22917,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU11443,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU16895,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU23135,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU22527,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU23367,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU13537,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21908,Eukaryota,Streptophyta,NA,Zygophyllales,Zygophyllaceae,Kallstroemia,Kallstroemia parviflora,2,4,5,35,70,267,677
OTU15353,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU11112,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU23444,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU15604,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU23557,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Gutierrezia,Gutierrezia wrightii,2,4,5,10,13,89,191
OTU23134,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18256,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia ciliata,2,4,5,13,28,166,373
OTU17025,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU23628,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU22266,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU18898,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18670,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU14720,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU13358,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18442,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU21383,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18609,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU20715,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU8105,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU15809,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU23357,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU14472,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU23899,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU14482,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU16722,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18510,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU16177,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU15756,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU14486,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU16925,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU22547,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU14082,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
