OTU,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU4566,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU3761,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4725,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,NA,NA,NA,1,1,11,47,116,173,846,1509
OTU5201,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU3555,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU3430,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5561,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5032,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7345,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6045,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6134,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7023,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4737,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4883,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7222,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6955,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6327,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6959,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7471,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8442,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5596,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5190,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6638,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6947,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8455,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5759,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU10078,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5465,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6278,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU2329,Viridiplantae,Streptophyta,rosids,Myrtales,Onagraceae,Onagroideae,NA,NA,1,1,10,38,91,128,741,1344
OTU16154,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7195,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU13258,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU10661,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU14979,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU16936,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU14122,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8760,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7297,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7552,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU13243,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Abies,NA,1,1,8,28,66,95,531,906
OTU13492,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7684,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU9354,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8359,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU12036,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU14821,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Salix,Salix_myrtilloides,1,1,10,36,85,119,716,1304
OTU12764,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8619,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU13450,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU12415,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU9643,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU13440,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU15777,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8508,Viridiplantae,Streptophyta,NA,NA,NA,NA,NA,NA,1,1,11,58,141,200,898,1596
OTU8421,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,NA,NA,NA,1,1,11,47,116,173,846,1509
OTU14563,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU12544,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8803,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU16107,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU11324,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7835,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Abies,NA,1,1,8,28,66,95,531,906
OTU10881,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Dryadoideae,NA,NA,1,1,10,40,96,134,752,1364
OTU13808,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU15166,Viridiplantae,Streptophyta,asterids,Ericales,Ericaceae,NA,NA,NA,1,1,1,7,20,30,218,317
OTU13069,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU11693,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU14553,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU3888,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8064,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7734,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU9730,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU15046,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU38,Viridiplantae,Streptophyta,asterids,Boraginales,Boraginaceae,NA,NA,NA,1,1,1,4,9,16,192,264
OTU68,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU363,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,NA,Amaranthus,Amaranthus_greggii,1,1,11,47,115,168,827,1482
OTU5346,Viridiplantae,Streptophyta,rosids,Cucurbitales,Cucurbitaceae,NA,NA,NA,1,1,10,32,71,100,595,1017
OTU53,Viridiplantae,Streptophyta,rosids,Cucurbitales,Cucurbitaceae,NA,NA,NA,1,1,10,32,71,100,595,1017
OTU4173,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5427,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4793,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5773,Viridiplantae,Streptophyta,NA,NA,NA,NA,NA,NA,1,1,11,58,141,200,898,1596
OTU6852,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,NA,NA,NA,1,1,11,47,116,173,846,1509
OTU4534,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6340,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU9345,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,NA,NA,NA,1,1,11,47,116,173,846,1509
OTU9167,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU11666,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4889,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4297,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4428,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5458,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU9033,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU11919,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6239,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5857,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU13529,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7426,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5025,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU5073,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6146,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU4953,Viridiplantae,Streptophyta,NA,Caryophyllales,NA,NA,NA,NA,1,1,11,47,123,181,870,1553
OTU8095,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU17093,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7671,Viridiplantae,Streptophyta,NA,Santalales,Comandraceae,NA,Comandra,Comandra_pallida,1,1,11,55,136,195,892,1584
OTU15455,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU2815,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7610,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7773,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7413,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6726,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8716,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7538,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7275,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU10801,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8190,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7939,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU6603,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU9472,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU10299,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,Copiapoa,Copiapoa_humilis,1,1,11,47,116,169,831,1491
OTU16801,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU16571,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU14848,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Salix,NA,1,1,10,36,85,119,716,1305
OTU15650,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU14862,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU7787,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU13394,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU15468,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU10324,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU15691,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU9501,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8484,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU13638,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU10374,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU14926,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU16106,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8270,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8119,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU10098,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU11091,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU11837,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU12571,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8664,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU3146,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,NA,NA,NA,1,1,4,20,54,83,511,867
OTU3102,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,NA,NA,1,1,10,30,68,97,588,1010
OTU4234,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Dryadoideae,NA,NA,1,1,10,40,96,134,752,1364
OTU14947,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU11702,Viridiplantae,Streptophyta,NA,Santalales,Comandraceae,NA,Comandra,Comandra_pallida,1,1,11,55,136,195,892,1584
OTU2870,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU3997,Viridiplantae,Streptophyta,NA,Caryophyllales,Cactaceae,Cactoideae,NA,NA,1,1,11,47,116,169,837,1497
OTU8247,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Abies,NA,1,1,8,28,66,95,531,906
OTU20411,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU3650,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU12968,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Miscanthus,Miscanthus_sinensis,1,1,4,20,54,81,453,727
OTU95045,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Dryadoideae,Dryas,Dryas_grandis,1,1,10,40,96,134,751,1362
OTU5379,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Orcuttia,NA,1,1,4,20,54,78,397,621
OTU27643,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Eragrostis,NA,1,1,4,20,54,78,390,603
OTU99438,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Miscanthus,Miscanthus_nepalensis,1,1,4,20,54,81,453,725
OTU5381,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Populus,NA,1,1,10,36,85,119,715,1301
OTU4861,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Populus,NA,1,1,10,36,85,119,715,1301
OTU7500,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Populus,Populus_alba,1,1,10,36,85,119,715,1298
OTU81025,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Lactuca,Lactuca_canadensis,1,1,1,3,4,7,140,195
OTU30744,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Taraxacum,Taraxacum_formosanum,1,1,1,3,4,7,152,210
OTU40609,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Mutisioideae,Plazia,Plazia_daphnoides,1,1,1,3,4,9,167,232
OTU43621,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Hypochaeris,Hypochaeris_sessiliflora,1,1,1,3,4,7,139,192
OTU8630,Viridiplantae,Streptophyta,asterids,Boraginales,Boraginaceae,NA,Mertensia,NA,1,1,1,4,9,16,186,256
OTU4503,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,NA,1,1,4,20,54,75,363,541
OTU5127,Viridiplantae,Streptophyta,rosids,Fagales,Betulaceae,NA,Betula,NA,1,1,10,34,75,107,686,1229
OTU86528,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Zoutpansbergia,Zoutpansbergia_caerulea,1,1,1,3,4,5,112,142
OTU9948,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Populus,NA,1,1,10,36,85,119,715,1301
OTU26161,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,Populus,Populus_tremula,1,1,10,36,85,119,715,1299
OTU22635,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,Solanum_melongena,1,1,1,10,41,58,330,479
OTU52458,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,Solanum_batoides,1,1,1,10,41,58,330,475
OTU22566,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,Solanum_campylacanthum,1,1,1,10,41,58,330,476
OTU40589,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Inga,Inga_paraensis,1,1,10,33,72,102,630,1094
OTU45932,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_nebrownii,1,1,10,33,72,102,650,1137
OTU72962,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,Piptadenia_peruviana,1,1,10,33,72,102,640,1116
OTU41729,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_sieberiana,1,1,10,33,72,102,650,1141
OTU15756,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU35002,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_tortilis,1,1,10,33,72,102,650,1142
OTU20327,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Entada,Entada_rheedei,1,1,10,33,72,102,626,1089
OTU85554,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Pooideae,Phleum,Phleum_pratense,1,1,4,20,54,82,504,847
OTU81807,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Sacciolepis,Sacciolepis_vilvoides,1,1,4,20,54,81,467,767
OTU79751,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Caesalpinia,Caesalpinia_rosei,1,1,10,33,72,101,598,1022
OTU99308,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Bussea,Bussea_massaiensis,1,1,10,33,72,101,597,1019
OTU48665,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Schizachyrium,Schizachyrium_condensatum,1,1,4,20,54,81,468,768
OTU6553,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Capsicum,NA,1,1,1,10,41,58,312,452
OTU62838,Viridiplantae,Streptophyta,commelinids,Poales,Cyperaceae,Cyperoideae,Carex,Carex_aquatilis,1,1,4,20,52,73,357,515
OTU29867,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Microlobius,Microlobius_foetidus,1,1,10,33,72,102,633,1097
OTU91020,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Brachiaria,Brachiaria_serrata,1,1,4,20,54,81,428,667
OTU7511,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Capsicum,NA,1,1,1,10,41,58,312,452
OTU18,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
OTU162,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
OTU11872,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
OTU2526,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
OTU3560,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
OTU5851,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
OTU7111,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Sida,Sida_sp__TRK-2015,1,1,10,37,88,123,727,1322
