OTU,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU7914,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU7435,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU7403,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU6347,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15677,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU6698,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU6368,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13189,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU6370,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15566,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU7453,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16194,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15049,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8605,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15648,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9250,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14497,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9423,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12627,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16469,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15169,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15459,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8344,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12478,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14063,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14987,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16623,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14406,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16186,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16142,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8109,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8725,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12846,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13531,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14371,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8372,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15309,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8572,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16411,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13318,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16505,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16389,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16386,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14262,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12060,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11492,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16368,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14100,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16276,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13196,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11246,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16113,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9806,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU17006,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10820,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU8081,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU12964,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13075,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10895,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9512,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16681,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13110,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU17099,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU11169,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15676,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15738,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10725,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13888,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14384,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12923,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10862,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13156,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15420,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9292,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13177,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15235,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12910,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU7852,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15460,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9507,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10732,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10574,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8305,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU9254,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15336,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12672,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14881,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU7698,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12700,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU17100,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16237,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8255,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8958,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU16193,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10204,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10206,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15300,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10155,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15594,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU15890,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU9183,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU12576,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10649,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10764,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU8847,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU10250,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU13340,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU994,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU1216,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU3824,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU413,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU3097,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,NA,NA,NA,1,1,1,10,41,59,333,487
OTU2488,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU2667,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU2787,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU3648,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU5994,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU3305,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,NA,NA,NA,1,1,1,10,41,59,333,487
OTU6381,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,NA,NA,NA,1,1,1,10,41,59,333,487
OTU4278,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU5938,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU4769,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU7146,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU7268,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU7112,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU7021,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU16586,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU9794,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU7243,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU12472,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU9156,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU8594,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU8632,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU7824,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU9261,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU11480,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU7737,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU15079,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU14243,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU10400,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU10203,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU13836,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU16126,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU13705,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU12090,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU13820,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU8172,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU10652,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU14184,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU15827,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU11197,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU13129,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU16660,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU15162,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU11552,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU11603,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU14877,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,NA,NA,NA,1,1,1,10,41,59,333,487
OTU7735,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU9252,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,NA,NA,1,1,1,10,41,58,331,483
OTU11121,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,NA,NA,NA,1,1,1,10,41,59,333,487
OTU4983,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Chloris,NA,1,1,4,20,54,78,377,564
OTU100909,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Calicotome,Calicotome_villosa,1,1,10,33,72,103,657,1165
OTU9572,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Lupinus,NA,1,1,10,33,72,103,670,1190
OTU41270,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Lupinus,Lupinus_pachylobus,1,1,10,33,72,103,670,1186
OTU25674,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Lupinus,Lupinus_luteolus,1,1,10,33,72,103,670,1183
OTU9076,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU5117,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU7343,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU4985,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU6505,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU7960,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU5591,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU7938,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU15818,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU5693,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU5603,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU9676,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,NA,NA,1,1,11,47,115,165,824,1479
OTU5913,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU7561,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU6183,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU16102,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU13709,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU6872,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,NA,NA,1,1,11,47,115,165,824,1479
OTU5918,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU6216,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU6084,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU5837,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU5982,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU6409,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU10588,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,NA,NA,1,1,11,47,115,165,824,1479
OTU8436,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU16202,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU15457,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU12228,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU9154,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU9580,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU12083,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU17081,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU11053,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU8948,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU14362,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU9621,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU16990,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,NA,NA,1,1,11,47,115,165,824,1479
OTU13841,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU13197,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU13217,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU16118,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU8035,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
OTU12605,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Atriplex,NA,1,1,11,47,115,165,821,1471
