OTU,SampleID,Reads
OTU1144,S009000,39
OTU11507,S009000,37
OTU1503,S009000,35
OTU1441,S009000,33
OTU1311,S009000,24
OTU9574,S009000,24
OTU2409,S009000,20
OTU3009,S009000,19
OTU3254,S009000,14
OTU2994,S009000,11
OTU15073,S009000,10
OTU3576,S009000,6
OTU5800,S009000,6
OTU4240,S009000,6
OTU6047,S009000,5
OTU12400,S009000,4
OTU2807,S009000,4
OTU5767,S009000,4
OTU5014,S009000,4
OTU8696,S009000,4
OTU10744,S009000,4
OTU10209,S009000,4
OTU6256,S009000,4
OTU3943,S009000,3
OTU5208,S009000,3
OTU9298,S009000,3
OTU16240,S009000,3
OTU14427,S009000,3
OTU8646,S009000,3
OTU4867,S009000,3
OTU7216,S009000,3
OTU5700,S009000,3
OTU11868,S009000,3
OTU7358,S009000,3
OTU9524,S009000,3
OTU6092,S009000,3
OTU15230,S009000,3
OTU7355,S009000,3
OTU6,S009000,2
OTU5876,S009000,2
OTU12344,S009000,2
OTU10645,S009000,2
OTU12928,S009000,2
OTU11422,S009000,2
OTU13679,S009000,2
OTU7434,S009000,2
OTU13342,S009000,2
OTU9922,S009000,2
OTU9175,S009000,2
OTU5612,S009000,2
OTU13053,S009000,2
OTU16776,S009000,2
OTU17102,S009000,2
OTU9224,S009000,2
OTU8040,S009000,2
OTU11437,S009000,2
OTU11432,S009000,2
OTU11427,S009000,2
OTU14733,S009000,2
OTU8395,S009000,2
OTU9494,S009000,2
OTU12254,S009000,2
OTU14833,S009000,2
OTU16171,S009000,2
OTU14217,S009000,2
OTU15394,S009000,2
OTU10497,S009000,2
OTU15950,S009000,2
OTU15667,S009000,2
OTU13127,S009000,2
OTU9871,S009000,2
OTU9456,S009000,2
OTU10046,S009000,2
OTU7858,S009000,2
OTU11544,S009000,2
OTU9943,S009000,2
OTU12541,S009000,2
OTU13395,S009000,2
OTU9184,S009000,2
OTU12526,S009000,2
OTU1,S009000,1
OTU5,S009000,1
OTU9,S009000,1
OTU18,S009000,1
OTU61,S009000,1
OTU282,S009000,1
OTU9479,S009000,1
OTU7505,S009000,1
OTU8839,S009000,1
OTU16471,S009000,1
OTU2198,S009000,1
OTU5974,S009000,1
OTU14643,S009000,1
OTU11561,S009000,1
OTU9977,S009000,1
OTU16405,S009000,1
OTU11691,S009000,1
OTU16964,S009000,1
OTU10640,S009000,1
OTU14290,S009000,1
OTU12291,S009000,1
OTU9151,S009000,1
OTU7818,S009000,1
OTU9948,S009000,1
OTU12578,S009000,1
OTU10262,S009000,1
OTU73,S009001,12793
OTU82,S009001,4192
OTU120,S009001,1027
OTU1637,S009001,568
OTU146,S009001,445
OTU167,S009001,374
OTU2944,S009001,215
OTU2861,S009001,188
OTU304,S009001,185
OTU274,S009001,156
OTU372,S009001,123
OTU444,S009001,110
OTU869,S009001,82
OTU3619,S009001,80
OTU2937,S009001,78
OTU3046,S009001,78
OTU760,S009001,78
OTU6462,S009001,66
OTU1415,S009001,63
OTU1407,S009001,59
OTU3730,S009001,53
OTU1274,S009001,52
OTU1665,S009001,50
OTU10892,S009001,45
OTU4073,S009001,43
OTU7524,S009001,42
OTU1453,S009001,41
OTU1506,S009001,40
OTU5151,S009001,37
OTU1773,S009001,36
OTU9751,S009001,34
OTU1950,S009001,34
OTU4158,S009001,33
OTU14303,S009001,33
OTU1673,S009001,31
OTU1947,S009001,30
OTU1794,S009001,29
OTU6314,S009001,29
OTU14753,S009001,29
OTU5479,S009001,29
OTU1864,S009001,29
OTU6686,S009001,28
OTU2358,S009001,28
OTU1935,S009001,28
OTU4984,S009001,27
OTU16275,S009001,27
OTU13359,S009001,26
OTU8662,S009001,25
OTU15446,S009001,25
OTU9315,S009001,25
OTU1823,S009001,24
OTU4700,S009001,24
OTU1941,S009001,24
OTU1853,S009001,23
OTU2021,S009001,23
OTU9443,S009001,23
OTU9379,S009001,22
OTU6491,S009001,22
OTU16741,S009001,22
OTU3040,S009001,21
OTU2247,S009001,21
OTU5160,S009001,21
OTU2073,S009001,21
OTU2144,S009001,21
OTU16359,S009001,21
OTU10873,S009001,20
OTU12958,S009001,20
OTU2023,S009001,20
OTU7476,S009001,19
OTU4253,S009001,19
OTU3963,S009001,18
OTU14587,S009001,18
OTU2431,S009001,18
OTU2779,S009001,17
OTU12392,S009001,17
OTU2943,S009001,17
OTU8390,S009001,17
OTU3023,S009001,17
OTU5164,S009001,17
OTU2858,S009001,16
OTU5877,S009001,16
OTU2332,S009001,16
OTU2661,S009001,16
OTU2849,S009001,15
OTU2964,S009001,15
OTU2962,S009001,15
OTU15344,S009001,15
OTU2725,S009001,15
OTU3115,S009001,14
OTU16114,S009001,14
OTU5555,S009001,14
OTU2383,S009001,14
OTU3477,S009001,13
OTU2977,S009001,13
OTU16295,S009001,13
OTU3169,S009001,13
OTU3107,S009001,13
OTU3181,S009001,12
OTU3959,S009001,12
OTU3215,S009001,12
OTU3389,S009001,12
OTU3640,S009001,12
OTU2838,S009001,12
OTU3474,S009001,12
OTU3519,S009001,12
OTU2744,S009001,12
OTU3617,S009001,12
OTU4142,S009001,12
OTU4289,S009001,11
OTU3475,S009001,11
OTU3407,S009001,11
OTU10984,S009001,11
OTU10689,S009001,11
OTU3087,S009001,11
OTU3364,S009001,11
OTU3325,S009001,11
OTU3339,S009001,11
OTU2748,S009001,11
OTU3931,S009001,11
OTU4784,S009001,11
OTU3349,S009001,10
OTU3121,S009001,10
OTU4950,S009001,10
OTU9010,S009001,10
OTU4138,S009001,10
OTU5070,S009001,10
OTU3798,S009001,10
OTU4166,S009001,10
OTU2966,S009001,10
OTU4213,S009001,10
OTU3371,S009001,10
OTU2995,S009001,10
OTU9231,S009001,9
OTU3183,S009001,9
OTU9116,S009001,9
OTU3608,S009001,9
OTU3532,S009001,9
OTU16687,S009001,9
OTU3632,S009001,9
OTU3771,S009001,9
OTU3952,S009001,9
OTU3413,S009001,9
OTU4029,S009001,9
OTU11026,S009001,9
OTU3549,S009001,9
OTU16631,S009001,8
OTU4122,S009001,8
OTU4135,S009001,8
OTU3454,S009001,8
OTU10636,S009001,8
OTU3538,S009001,8
OTU3936,S009001,8
OTU4115,S009001,8
OTU4260,S009001,8
OTU4705,S009001,8
OTU5485,S009001,8
OTU5035,S009001,8
OTU16058,S009001,8
OTU3390,S009001,8
OTU4962,S009001,7
OTU6085,S009001,7
OTU3887,S009001,7
OTU4512,S009001,7
OTU3872,S009001,7
OTU4009,S009001,7
OTU5233,S009001,7
OTU4040,S009001,7
OTU4904,S009001,7
OTU4341,S009001,7
OTU5434,S009001,7
OTU5009,S009001,7
OTU4257,S009001,7
OTU4476,S009001,7
OTU3976,S009001,7
OTU3966,S009001,7
OTU7217,S009001,7
OTU4523,S009001,7
OTU6665,S009001,7
OTU5088,S009001,6
OTU4629,S009001,6
OTU6943,S009001,6
OTU6972,S009001,6
OTU7542,S009001,6
OTU6993,S009001,6
OTU3850,S009001,6
OTU5330,S009001,6
OTU4404,S009001,6
OTU4005,S009001,6
OTU5734,S009001,6
OTU7253,S009001,6
OTU7263,S009001,6
OTU3878,S009001,6
OTU6862,S009001,6
OTU16684,S009001,6
OTU5571,S009001,6
OTU7425,S009001,6
OTU4487,S009001,6
OTU5392,S009001,6
OTU4759,S009001,6
OTU4517,S009001,6
OTU5358,S009001,6
OTU4558,S009001,6
OTU6960,S009001,6
OTU4973,S009001,6
OTU7584,S009001,6
OTU4489,S009001,6
OTU4472,S009001,6
OTU6264,S009001,6
OTU6624,S009001,6
OTU5862,S009001,6
OTU4749,S009001,5
OTU7267,S009001,5
OTU9737,S009001,5
OTU5737,S009001,5
OTU13942,S009001,5
OTU11745,S009001,5
OTU5893,S009001,5
OTU4832,S009001,5
OTU5204,S009001,5
OTU12418,S009001,5
OTU5277,S009001,5
OTU7225,S009001,5
OTU4334,S009001,5
OTU5655,S009001,5
OTU4863,S009001,5
OTU4475,S009001,5
OTU6705,S009001,5
OTU5415,S009001,5
OTU6732,S009001,5
OTU10953,S009001,5
OTU4268,S009001,5
OTU4509,S009001,5
OTU6076,S009001,5
OTU5626,S009001,5
OTU5036,S009001,5
OTU5148,S009001,4
OTU13978,S009001,4
OTU16558,S009001,4
OTU8467,S009001,4
OTU15640,S009001,4
OTU9007,S009001,4
OTU6302,S009001,4
OTU12891,S009001,4
OTU12957,S009001,4
OTU7172,S009001,4
OTU9061,S009001,4
OTU5665,S009001,4
OTU6952,S009001,4
OTU11597,S009001,4
OTU6991,S009001,4
OTU9055,S009001,4
OTU13910,S009001,4
OTU6942,S009001,4
OTU16213,S009001,4
OTU16742,S009001,4
OTU11736,S009001,4
OTU16503,S009001,4
OTU6186,S009001,4
OTU6823,S009001,4
OTU13251,S009001,4
OTU4683,S009001,4
OTU7105,S009001,4
OTU9382,S009001,4
OTU11962,S009001,4
OTU15197,S009001,4
OTU6566,S009001,4
OTU5065,S009001,4
OTU7357,S009001,4
OTU5241,S009001,4
OTU6087,S009001,4
OTU6044,S009001,4
OTU7544,S009001,4
OTU6179,S009001,4
OTU6661,S009001,4
OTU11109,S009001,4
OTU8398,S009001,4
OTU118,S009001,3
OTU7525,S009001,3
OTU6402,S009001,3
OTU8357,S009001,3
OTU17087,S009001,3
OTU9082,S009001,3
OTU8608,S009001,3
OTU8566,S009001,3
OTU8506,S009001,3
OTU10254,S009001,3
OTU15659,S009001,3
OTU6880,S009001,3
OTU16349,S009001,3
OTU8481,S009001,3
OTU16911,S009001,3
OTU6543,S009001,3
OTU8383,S009001,3
OTU8094,S009001,3
OTU16422,S009001,3
OTU6754,S009001,3
OTU7953,S009001,3
OTU8146,S009001,3
OTU6450,S009001,3
OTU14200,S009001,3
OTU8538,S009001,3
OTU11981,S009001,3
OTU12114,S009001,3
OTU7666,S009001,3
OTU9425,S009001,3
OTU6457,S009001,3
OTU11066,S009001,3
OTU12667,S009001,3
OTU12811,S009001,3
OTU6640,S009001,3
OTU7161,S009001,3
OTU6586,S009001,3
OTU5748,S009001,3
OTU7910,S009001,3
OTU13509,S009001,3
OTU6056,S009001,3
OTU6693,S009001,3
OTU16112,S009001,3
OTU14222,S009001,3
OTU12565,S009001,3
OTU6078,S009001,3
OTU16523,S009001,3
OTU14066,S009001,3
OTU13926,S009001,3
OTU5746,S009001,3
OTU8411,S009001,3
OTU7188,S009001,3
OTU10919,S009001,3
OTU8002,S009001,3
OTU7461,S009001,3
OTU11421,S009001,3
OTU9457,S009001,3
OTU11263,S009001,3
OTU9504,S009001,3
OTU7398,S009001,3
OTU9820,S009001,3
OTU9908,S009001,3
OTU6398,S009001,3
OTU7257,S009001,3
OTU15090,S009001,3
OTU13704,S009001,3
OTU7463,S009001,3
OTU6897,S009001,3
OTU6734,S009001,3
OTU6013,S009001,3
OTU10012,S009001,3
OTU9479,S009001,2
OTU12614,S009001,2
OTU12760,S009001,2
OTU8776,S009001,2
OTU11935,S009001,2
OTU16883,S009001,2
OTU16745,S009001,2
OTU12364,S009001,2
OTU10353,S009001,2
OTU14478,S009001,2
OTU13917,S009001,2
OTU15151,S009001,2
OTU8586,S009001,2
OTU13022,S009001,2
OTU8454,S009001,2
OTU8013,S009001,2
OTU9117,S009001,2
OTU12971,S009001,2
OTU13777,S009001,2
OTU12547,S009001,2
OTU11823,S009001,2
OTU12905,S009001,2
OTU7985,S009001,2
OTU16731,S009001,2
OTU15513,S009001,2
OTU16622,S009001,2
OTU14130,S009001,2
OTU14609,S009001,2
OTU16109,S009001,2
OTU12761,S009001,2
OTU11623,S009001,2
OTU8378,S009001,2
OTU8129,S009001,2
OTU10838,S009001,2
OTU9402,S009001,2
OTU12113,S009001,2
OTU12414,S009001,2
OTU13208,S009001,2
OTU11046,S009001,2
OTU16606,S009001,2
OTU11037,S009001,2
OTU16162,S009001,2
OTU11794,S009001,2
OTU11575,S009001,2
OTU13959,S009001,2
OTU11581,S009001,2
OTU11268,S009001,2
OTU16649,S009001,2
OTU8811,S009001,2
OTU13211,S009001,2
OTU13661,S009001,2
OTU8893,S009001,2
OTU14634,S009001,2
OTU8943,S009001,2
OTU12093,S009001,2
OTU14808,S009001,2
OTU11221,S009001,2
OTU12469,S009001,2
OTU8885,S009001,2
OTU15968,S009001,2
OTU10825,S009001,2
OTU14598,S009001,2
OTU8281,S009001,2
OTU11423,S009001,2
OTU16117,S009001,2
OTU15306,S009001,2
OTU15947,S009001,2
OTU11643,S009001,2
OTU15534,S009001,2
OTU15547,S009001,2
OTU15954,S009001,2
OTU11373,S009001,2
OTU12348,S009001,2
OTU13165,S009001,2
OTU10091,S009001,2
OTU10772,S009001,2
OTU16369,S009001,2
OTU7936,S009001,2
OTU13462,S009001,2
OTU11327,S009001,2
OTU14445,S009001,2
OTU11486,S009001,2
OTU11060,S009001,2
OTU15912,S009001,2
OTU15131,S009001,2
OTU11664,S009001,2
OTU15847,S009001,2
OTU15885,S009001,2
OTU11667,S009001,2
OTU10213,S009001,2
OTU15920,S009001,2
OTU10000,S009001,2
OTU10491,S009001,2
OTU13724,S009001,2
OTU13210,S009001,2
OTU15022,S009001,2
OTU10196,S009001,2
OTU16528,S009001,2
OTU10828,S009001,2
OTU15883,S009001,2
OTU17135,S009001,2
OTU12681,S009001,2
OTU11866,S009001,2
OTU14903,S009001,2
OTU13120,S009001,2
OTU10179,S009001,2
OTU16845,S009001,2
OTU15476,S009001,2
OTU16605,S009001,2
OTU8666,S009001,2
OTU10769,S009001,2
OTU15611,S009001,2
OTU9838,S009001,2
OTU16875,S009001,2
OTU10371,S009001,2
OTU1,S009001,1
OTU20,S009001,1
OTU3,S009001,1
OTU24,S009001,1
OTU18,S009001,1
OTU1687,S009001,1
OTU62,S009001,1
OTU121,S009001,1
OTU80,S009001,1
OTU86,S009001,1
OTU85,S009001,1
OTU133,S009001,1
OTU9657,S009001,1
OTU13454,S009001,1
OTU13545,S009001,1
OTU8839,S009001,1
OTU8517,S009001,1
OTU9904,S009001,1
OTU9729,S009001,1
OTU109,S009001,1
OTU16471,S009001,1
OTU8724,S009001,1
OTU1750,S009001,1
OTU136,S009001,1
OTU4847,S009001,1
OTU48,S009002,22181
OTU4196,S009002,5
OTU13599,S009002,4
OTU7284,S009002,3
OTU7323,S009002,3
OTU7142,S009002,3
OTU12416,S009002,3
OTU7702,S009002,3
OTU12400,S009002,2
OTU9657,S009002,2
OTU16055,S009002,2
OTU15411,S009002,2
OTU15789,S009002,2
OTU12459,S009002,2
OTU12820,S009002,2
OTU11429,S009002,2
OTU12628,S009002,2
OTU10935,S009002,2
OTU13977,S009002,2
OTU8425,S009002,2
OTU13678,S009002,2
OTU15908,S009002,2
OTU12370,S009002,2
OTU13980,S009002,2
OTU13037,S009002,2
OTU15130,S009002,2
OTU12595,S009002,2
OTU10885,S009002,2
OTU14020,S009002,2
OTU12269,S009002,2
OTU14530,S009002,2
OTU9799,S009002,2
OTU9757,S009002,2
OTU16722,S009002,2
OTU15936,S009002,2
OTU9089,S009002,2
OTU15962,S009002,2
OTU10118,S009002,2
OTU9841,S009002,2
OTU9470,S009002,2
OTU11293,S009002,2
OTU14547,S009002,2
OTU7977,S009002,2
OTU10504,S009002,2
OTU12795,S009002,2
OTU8016,S009002,2
OTU11863,S009002,2
OTU8090,S009002,2
OTU14569,S009002,2
OTU8054,S009002,2
OTU10484,S009002,2
OTU15456,S009002,2
OTU14831,S009002,2
OTU15038,S009002,2
OTU11915,S009002,2
OTU1,S009002,1
OTU7,S009002,1
OTU31,S009002,1
OTU127,S009002,1
OTU55,S009002,1
OTU12231,S009002,1
OTU13545,S009002,1
OTU8839,S009002,1
OTU8517,S009002,1
OTU12614,S009002,1
OTU8724,S009002,1
OTU7,S009003,41614
OTU15398,S009003,69
OTU21,S009003,50
OTU1687,S009003,30
OTU1965,S009003,23
OTU2863,S009003,20
OTU2671,S009003,12
OTU3180,S009003,11
OTU4057,S009003,8
OTU3778,S009003,7
OTU8706,S009003,6
OTU9323,S009003,6
OTU6004,S009003,5
OTU6602,S009003,5
OTU11790,S009003,4
OTU7100,S009003,4
OTU6504,S009003,4
OTU5175,S009003,4
OTU4816,S009003,4
OTU6354,S009003,4
OTU5402,S009003,4
OTU554,S009003,3
OTU5641,S009003,3
OTU5816,S009003,3
OTU6775,S009003,3
OTU10251,S009003,3
OTU13304,S009003,3
OTU12265,S009003,3
OTU16867,S009003,3
OTU9972,S009003,3
OTU16500,S009003,3
OTU16303,S009003,3
OTU9571,S009003,3
OTU7621,S009003,3
OTU11582,S009003,3
OTU15325,S009003,3
OTU6678,S009003,3
OTU11579,S009003,3
OTU5819,S009003,3
OTU6778,S009003,3
OTU7865,S009003,3
OTU16904,S009003,3
OTU9616,S009003,3
OTU6592,S009003,3
OTU15232,S009003,3
OTU6192,S009003,3
OTU8994,S009003,3
OTU11241,S009003,3
OTU11146,S009003,3
OTU6233,S009003,3
OTU6620,S009003,3
OTU1,S009003,2
OTU9,S009003,2
OTU226,S009003,2
OTU12400,S009003,2
OTU9904,S009003,2
OTU8895,S009003,2
OTU16832,S009003,2
OTU15178,S009003,2
OTU7719,S009003,2
OTU11011,S009003,2
OTU11509,S009003,2
OTU14252,S009003,2
OTU9435,S009003,2
OTU9916,S009003,2
OTU7884,S009003,2
OTU8001,S009003,2
OTU12147,S009003,2
OTU12144,S009003,2
OTU13677,S009003,2
OTU7984,S009003,2
OTU13656,S009003,2
OTU16311,S009003,2
OTU8916,S009003,2
OTU15679,S009003,2
OTU16498,S009003,2
OTU7965,S009003,2
OTU8403,S009003,2
OTU8337,S009003,2
OTU12867,S009003,2
OTU12383,S009003,2
OTU17005,S009003,2
OTU10191,S009003,2
OTU11211,S009003,2
OTU16317,S009003,2
OTU16928,S009003,2
OTU16927,S009003,2
OTU12343,S009003,2
OTU10857,S009003,2
OTU10990,S009003,2
OTU9527,S009003,2
OTU8859,S009003,2
OTU16091,S009003,2
OTU11365,S009003,2
OTU9490,S009003,2
OTU14254,S009003,2
OTU14218,S009003,2
OTU10802,S009003,2
OTU16433,S009003,2
OTU12283,S009003,2
OTU14850,S009003,2
OTU10890,S009003,2
OTU17119,S009003,2
OTU14356,S009003,2
OTU14354,S009003,2
OTU14596,S009003,2
OTU16915,S009003,2
OTU9828,S009003,2
OTU15976,S009003,2
OTU9388,S009003,2
OTU10672,S009003,2
OTU11455,S009003,2
OTU10891,S009003,2
OTU11590,S009003,2
OTU15386,S009003,2
OTU15721,S009003,2
OTU14422,S009003,2
OTU10311,S009003,2
OTU14294,S009003,2
OTU14085,S009003,2
OTU13710,S009003,2
OTU15418,S009003,2
OTU13362,S009003,2
OTU15807,S009003,2
OTU15699,S009003,2
OTU10163,S009003,2
OTU10522,S009003,2
OTU15790,S009003,2
OTU13095,S009003,2
OTU11625,S009003,2
OTU10033,S009003,2
OTU15624,S009003,2
OTU16680,S009003,2
OTU14859,S009003,2
OTU10294,S009003,2
OTU9044,S009003,2
OTU11075,S009003,2
OTU7758,S009003,2
OTU9927,S009003,2
OTU8294,S009003,2
OTU10924,S009003,2
OTU9280,S009003,2
OTU17052,S009003,2
OTU10460,S009003,2
OTU12272,S009003,2
OTU17147,S009003,2
OTU10622,S009003,2
OTU15273,S009003,2
OTU17120,S009003,2
OTU9578,S009003,2
OTU11207,S009003,2
OTU7689,S009003,2
OTU11468,S009003,2
OTU7693,S009003,2
OTU8703,S009003,2
OTU16842,S009003,2
OTU15243,S009003,2
OTU10507,S009003,2
OTU9035,S009003,2
OTU12904,S009003,2
OTU16798,S009003,2
OTU16725,S009003,2
OTU10705,S009003,2
OTU4,S009003,1
OTU24,S009003,1
OTU12,S009003,1
OTU17,S009003,1
OTU13,S009003,1
OTU68,S009003,1
OTU43,S009003,1
OTU293,S009003,1
OTU181,S009003,1
OTU213,S009003,1
OTU417,S009003,1
OTU262,S009003,1
OTU448,S009003,1
OTU343,S009003,1
OTU398,S009003,1
OTU532,S009003,1
OTU454,S009003,1
OTU524,S009003,1
OTU764,S009003,1
OTU808,S009003,1
OTU89,S009003,1
OTU9657,S009003,1
OTU13454,S009003,1
OTU7505,S009003,1
OTU1454,S009003,1
OTU1554,S009003,1
OTU871,S009003,1
OTU9729,S009003,1
OTU12614,S009003,1
OTU8724,S009003,1
OTU1970,S009003,1
OTU2875,S009003,1
OTU15127,S009003,1
OTU4,S009004,21270
OTU192,S009004,62
OTU12941,S009004,6
OTU4432,S009004,5
OTU10566,S009004,4
OTU6900,S009004,4
OTU6681,S009004,3
OTU3865,S009004,3
OTU5084,S009004,3
OTU4923,S009004,3
OTU6174,S009004,3
OTU14768,S009004,3
OTU7908,S009004,3
OTU5684,S009004,3
OTU5735,S009004,3
OTU6512,S009004,3
OTU11460,S009004,3
OTU13489,S009004,3
OTU12400,S009004,2
OTU6656,S009004,2
OTU10067,S009004,2
OTU6241,S009004,2
OTU10608,S009004,2
OTU6827,S009004,2
OTU7658,S009004,2
OTU12944,S009004,2
OTU13400,S009004,2
OTU12855,S009004,2
OTU13113,S009004,2
OTU12246,S009004,2
OTU6790,S009004,2
OTU15209,S009004,2
OTU12452,S009004,2
OTU7312,S009004,2
OTU6197,S009004,2
OTU9073,S009004,2
OTU7688,S009004,2
OTU10136,S009004,2
OTU14165,S009004,2
OTU16274,S009004,2
OTU13451,S009004,2
OTU11886,S009004,2
OTU13475,S009004,2
OTU13393,S009004,2
OTU11768,S009004,2
OTU10977,S009004,2
OTU14455,S009004,2
OTU14546,S009004,2
OTU16173,S009004,2
OTU15689,S009004,2
OTU11541,S009004,2
OTU10355,S009004,2
OTU13221,S009004,2
OTU12465,S009004,2
OTU8431,S009004,2
OTU12546,S009004,2
OTU15634,S009004,2
OTU16307,S009004,2
OTU14826,S009004,2
OTU16065,S009004,2
OTU14767,S009004,2
OTU11084,S009004,2
OTU13647,S009004,2
OTU16395,S009004,2
OTU14804,S009004,2
OTU13356,S009004,2
OTU15158,S009004,2
OTU16375,S009004,2
OTU15231,S009004,2
OTU11501,S009004,2
OTU8686,S009004,2
OTU11605,S009004,2
OTU12623,S009004,2
OTU11947,S009004,2
OTU12610,S009004,2
OTU8292,S009004,2
OTU7721,S009004,2
OTU16188,S009004,2
OTU9557,S009004,2
OTU12833,S009004,2
OTU16158,S009004,2
OTU7899,S009004,2
OTU8660,S009004,2
OTU8964,S009004,2
OTU44,S009004,1
OTU55,S009004,1
OTU306,S009004,1
OTU554,S009004,1
OTU480,S009004,1
OTU412,S009004,1
OTU7505,S009004,1
OTU8517,S009004,1
OTU2235,S009004,1
OTU4384,S009004,1
OTU6152,S009004,1
OTU6273,S009004,1
OTU6710,S009004,1
OTU12153,S009004,1
OTU4785,S009004,1
OTU5648,S009004,1
OTU8704,S009004,1
OTU5304,S009004,1
OTU5072,S009004,1
OTU12160,S009004,1
OTU9395,S009004,1
OTU16647,S009004,1
OTU11733,S009004,1
OTU13170,S009004,1
OTU16169,S009004,1
OTU14251,S009004,1
OTU9063,S009004,1
OTU9827,S009004,1
OTU16551,S009004,1
OTU6515,S009004,1
OTU15795,S009004,1
OTU7043,S009004,1
OTU7049,S009004,1
OTU6321,S009004,1
OTU14225,S009004,1
OTU13377,S009004,1
OTU9892,S009004,1
OTU13231,S009004,1
OTU13091,S009004,1
OTU12014,S009004,1
OTU12999,S009004,1
OTU9644,S009004,1
OTU12209,S009004,1
OTU16097,S009004,1
OTU13202,S009004,1
OTU13242,S009004,1
OTU8601,S009004,1
OTU13604,S009004,1
OTU16199,S009004,1
OTU16046,S009004,1
OTU17068,S009004,1
OTU15812,S009004,1
OTU10001,S009004,1
OTU16409,S009004,1
OTU12850,S009004,1
OTU16191,S009004,1
OTU16189,S009004,1
OTU8712,S009004,1
OTU16147,S009004,1
OTU12832,S009004,1
OTU7898,S009004,1
OTU9659,S009004,1
OTU12824,S009004,1
OTU55,S009005,20952
OTU15488,S009005,20
OTU3571,S009005,8
OTU7375,S009005,4
OTU12400,S009005,3
OTU13503,S009005,3
OTU16575,S009005,3
OTU7282,S009005,3
OTU6564,S009005,3
OTU8226,S009005,3
OTU7031,S009005,3
OTU7767,S009005,3
OTU9479,S009005,2
OTU13347,S009005,2
OTU10075,S009005,2
OTU9702,S009005,2
OTU8623,S009005,2
OTU8949,S009005,2
OTU15672,S009005,2
OTU15176,S009005,2
OTU16413,S009005,2
OTU15581,S009005,2
OTU11658,S009005,2
OTU12429,S009005,2
OTU14860,S009005,2
OTU8143,S009005,2
OTU16032,S009005,2
OTU15044,S009005,2
OTU11126,S009005,2
OTU11463,S009005,2
OTU14825,S009005,2
OTU14671,S009005,2
OTU9197,S009005,2
OTU15561,S009005,2
OTU8339,S009005,2
OTU13237,S009005,2
OTU15019,S009005,2
OTU14797,S009005,2
OTU13586,S009005,2
OTU12548,S009005,2
OTU10868,S009005,2
OTU7695,S009005,2
OTU9932,S009005,2
OTU11649,S009005,2
OTU9770,S009005,2
OTU8208,S009005,2
OTU14166,S009005,2
OTU14127,S009005,2
OTU1,S009005,1
OTU8,S009005,1
OTU24,S009005,1
OTU6,S009005,1
OTU44,S009005,1
OTU65,S009005,1
OTU155,S009005,1
OTU86,S009005,1
OTU706,S009005,1
OTU13545,S009005,1
OTU8,S009006,40333
OTU358,S009006,161
OTU2975,S009006,9
OTU3832,S009006,6
OTU6637,S009006,6
OTU7153,S009006,5
OTU5639,S009006,5
OTU7056,S009006,5
OTU12690,S009006,5
OTU6361,S009006,5
OTU7121,S009006,5
OTU6888,S009006,4
OTU11592,S009006,4
OTU12321,S009006,4
OTU6251,S009006,4
OTU4958,S009006,4
OTU5258,S009006,4
OTU12358,S009006,3
OTU11934,S009006,3
OTU14730,S009006,3
OTU10874,S009006,3
OTU10505,S009006,3
OTU11812,S009006,3
OTU16859,S009006,3
OTU13235,S009006,3
OTU6405,S009006,3
OTU9808,S009006,3
OTU17112,S009006,3
OTU5907,S009006,3
OTU6555,S009006,3
OTU15182,S009006,3
OTU15773,S009006,3
OTU15208,S009006,3
OTU15188,S009006,3
OTU6351,S009006,3
OTU58,S009006,2
OTU12474,S009006,2
OTU8185,S009006,2
OTU16897,S009006,2
OTU9959,S009006,2
OTU16298,S009006,2
OTU14399,S009006,2
OTU12949,S009006,2
OTU16872,S009006,2
OTU11742,S009006,2
OTU12098,S009006,2
OTU10978,S009006,2
OTU7864,S009006,2
OTU13419,S009006,2
OTU13806,S009006,2
OTU9467,S009006,2
OTU13663,S009006,2
OTU13837,S009006,2
OTU12945,S009006,2
OTU8162,S009006,2
OTU8731,S009006,2
OTU12877,S009006,2
OTU11938,S009006,2
OTU9576,S009006,2
OTU16988,S009006,2
OTU8800,S009006,2
OTU13950,S009006,2
OTU14379,S009006,2
OTU11120,S009006,2
OTU10907,S009006,2
OTU14704,S009006,2
OTU14472,S009006,2
OTU17042,S009006,2
OTU10268,S009006,2
OTU16119,S009006,2
OTU11914,S009006,2
OTU11650,S009006,2
OTU11381,S009006,2
OTU15756,S009006,2
OTU15608,S009006,2
OTU11545,S009006,2
OTU9891,S009006,2
OTU10991,S009006,2
OTU13155,S009006,2
OTU16610,S009006,2
OTU11624,S009006,2
OTU14868,S009006,2
OTU10329,S009006,2
OTU13003,S009006,2
OTU9140,S009006,2
OTU15794,S009006,2
OTU10327,S009006,2
OTU13093,S009006,2
OTU11601,S009006,2
OTU11856,S009006,2
OTU15410,S009006,2
OTU14871,S009006,2
OTU9077,S009006,2
OTU15347,S009006,2
OTU15367,S009006,2
OTU8990,S009006,2
OTU9409,S009006,2
OTU16516,S009006,2
OTU13147,S009006,2
OTU15785,S009006,2
OTU15323,S009006,2
OTU15319,S009006,2
OTU15828,S009006,2
OTU16590,S009006,2
OTU12446,S009006,2
OTU10938,S009006,2
OTU12527,S009006,2
OTU8641,S009006,2
OTU12775,S009006,2
OTU5,S009006,1
OTU18,S009006,1
OTU26,S009006,1
OTU33,S009006,1
