OTU,SampleID,Reads
OTU14879,S010003,1975
OTU763,S010003,1813
OTU56336,S010003,985
OTU61757,S010003,836
OTU1447,S010003,706
OTU956,S010003,289
OTU78221,S010003,179
OTU97283,S010003,164
OTU11466,S010003,128
OTU79705,S010003,128
OTU10453,S010003,92
OTU55884,S010003,74
OTU252,S010003,58
OTU10790,S010003,58
OTU1268,S010003,52
OTU60927,S010003,48
OTU12618,S010003,43
OTU30009,S010003,30
OTU83776,S010003,28
OTU1439,S010003,26
OTU55764,S010003,26
OTU75265,S010003,20
OTU51283,S010003,20
OTU16679,S010003,20
OTU58181,S010003,19
OTU1859,S010003,16
OTU26314,S010003,16
OTU410,S010003,14
OTU1519,S010003,14
OTU11114,S010003,14
OTU47726,S010003,13
OTU8497,S010003,12
OTU24429,S010003,11
OTU35442,S010003,11
OTU22483,S010003,10
OTU6639,S010003,10
OTU88760,S010003,9
OTU80517,S010003,9
OTU33117,S010003,9
OTU86656,S010003,8
OTU96086,S010003,8
OTU18620,S010003,7
OTU20785,S010003,7
OTU53408,S010003,7
OTU17696,S010003,7
OTU26931,S010003,7
OTU107196,S010003,6
OTU49692,S010003,6
OTU1752,S010003,6
OTU47141,S010003,6
OTU54909,S010003,6
OTU57633,S010003,5
OTU85569,S010003,5
OTU53045,S010003,4
OTU15715,S010003,4
OTU67423,S010003,4
OTU54046,S010003,4
OTU2471,S010003,4
OTU64126,S010003,4
OTU93243,S010003,4
OTU30010,S010003,4
OTU2677,S010003,3
OTU35213,S010003,3
OTU2571,S010003,3
OTU2259,S010003,3
OTU105827,S010003,3
OTU46062,S010003,3
OTU40344,S010003,3
OTU65409,S010003,3
OTU87252,S010003,3
OTU62539,S010003,3
OTU76125,S010003,3
OTU409,S010003,2
OTU1370,S010003,2
OTU3013,S010003,2
OTU650,S010003,2
OTU7616,S010003,2
OTU13122,S010003,2
OTU68030,S010003,2
OTU37026,S010003,2
OTU38683,S010003,2
OTU169,S010003,2
OTU89489,S010003,2
OTU23611,S010003,2
OTU76837,S010003,2
OTU19697,S010003,2
OTU104093,S010003,2
OTU14526,S010003,2
OTU58978,S010003,2
OTU479,S010003,2
OTU105097,S010003,2
OTU92029,S010003,2
OTU43209,S010003,2
OTU4725,S010003,2
OTU95346,S010003,1
OTU82921,S010003,1
OTU666,S010003,1
OTU6501,S010003,1
OTU776,S010003,1
OTU80767,S010003,1
OTU83463,S010003,1
OTU35001,S010003,1
OTU38622,S010003,1
OTU16629,S010003,1
OTU4201,S010003,1
OTU42816,S010003,1
OTU618,S010003,1
OTU47832,S010003,1
OTU85568,S010003,1
OTU69354,S010003,1
OTU393,S010003,1
OTU2700,S010003,1
OTU93436,S010003,1
OTU29631,S010003,1
OTU91370,S010003,1
OTU38375,S010003,1
OTU58162,S010003,1
OTU101170,S010003,1
OTU89221,S010003,1
OTU82780,S010003,1
OTU5539,S010003,1
OTU42595,S010003,1
OTU30234,S010003,1
OTU45793,S010003,1
OTU54839,S010003,1
OTU18687,S010003,1
OTU17328,S010003,1
OTU54330,S010003,1
OTU38397,S010003,1
OTU78192,S010003,1
OTU26764,S010003,1
OTU72996,S010003,1
OTU1023,S010003,1
OTU2657,S010003,1
OTU71762,S010003,1
OTU54842,S010003,1
OTU1790,S010003,1
OTU49229,S010003,1
OTU43743,S010003,1
OTU74788,S010003,1
OTU82001,S010003,1
OTU9241,S010003,1
OTU75891,S010003,1
OTU43741,S010003,1
OTU381,S010003,1
OTU11466,S010004,8296
OTU12618,S010004,2452
OTU763,S010004,1953
OTU1859,S010004,1410
OTU150,S010004,1343
OTU58181,S010004,761
OTU1447,S010004,524
OTU94346,S010004,425
OTU14879,S010004,375
OTU75265,S010004,323
OTU97283,S010004,309
OTU16629,S010004,192
OTU956,S010004,169
OTU61757,S010004,157
OTU666,S010004,123
OTU42816,S010004,82
OTU78221,S010004,79
OTU80767,S010004,59
OTU56336,S010004,58
OTU1370,S010004,43
OTU60927,S010004,42
OTU1268,S010004,30
OTU20441,S010004,21
OTU83482,S010004,18
OTU47141,S010004,17
OTU776,S010004,14
OTU52261,S010004,14
OTU29631,S010004,13
OTU55764,S010004,12
OTU80517,S010004,11
OTU30009,S010004,9
OTU26693,S010004,9
OTU2677,S010004,8
OTU96086,S010004,8
OTU16679,S010004,7
OTU30817,S010004,6
OTU55884,S010004,5
OTU409,S010004,4
OTU17696,S010004,4
OTU31411,S010004,4
OTU40999,S010004,4
OTU2259,S010004,3
OTU51283,S010004,3
OTU1519,S010004,3
OTU46062,S010004,3
OTU20785,S010004,3
OTU76837,S010004,3
OTU42595,S010004,3
OTU10790,S010004,3
OTU51,S010004,2
OTU95346,S010004,2
OTU18608,S010004,2
OTU1439,S010004,2
OTU1648,S010004,2
OTU2048,S010004,2
OTU1752,S010004,2
OTU2571,S010004,2
OTU47726,S010004,2
OTU67423,S010004,2
OTU54046,S010004,2
OTU105827,S010004,2
OTU68030,S010004,2
OTU35442,S010004,2
OTU64126,S010004,2
OTU63,S010004,2
OTU26541,S010004,2
OTU9489,S010004,2
OTU4243,S010004,2
OTU38375,S010004,2
OTU6639,S010004,2
OTU101170,S010004,2
OTU45793,S010004,2
OTU30010,S010004,2
OTU98180,S010004,2
OTU49786,S010004,2
OTU96765,S010004,1
OTU4996,S010004,1
OTU95578,S010004,1
OTU59,S010004,1
OTU107156,S010004,1
OTU49692,S010004,1
OTU88760,S010004,1
OTU22483,S010004,1
OTU94763,S010004,1
OTU64969,S010004,1
OTU86656,S010004,1
OTU24429,S010004,1
OTU94020,S010004,1
OTU47832,S010004,1
OTU84831,S010004,1
OTU2471,S010004,1
OTU86531,S010004,1
OTU61672,S010004,1
OTU97703,S010004,1
OTU85569,S010004,1
OTU89489,S010004,1
OTU93612,S010004,1
OTU93243,S010004,1
OTU35328,S010004,1
OTU5539,S010004,1
OTU65409,S010004,1
OTU60088,S010004,1
OTU18687,S010004,1
OTU50986,S010004,1
OTU26314,S010004,1
OTU38397,S010004,1
OTU479,S010004,1
OTU52909,S010004,1
OTU21935,S010004,1
OTU11114,S010004,1
OTU1023,S010004,1
OTU102408,S010004,1
OTU54842,S010004,1
OTU26338,S010004,1
OTU41429,S010004,1
OTU7117,S010004,1
OTU74788,S010004,1
OTU52817,S010004,1
OTU44287,S010004,1
OTU75010,S010004,1
OTU96365,S010004,1
OTU381,S010004,1
OTU30817,S010005,938
OTU14879,S010005,851
OTU150,S010005,668
OTU22826,S010005,585
OTU763,S010005,533
OTU97283,S010005,502
OTU2961,S010005,436
OTU69806,S010005,402
OTU61757,S010005,370
OTU98641,S010005,342
OTU94346,S010005,310
OTU1447,S010005,267
OTU879,S010005,227
OTU666,S010005,222
OTU2677,S010005,195
OTU3556,S010005,143
OTU71015,S010005,142
OTU14251,S010005,130
OTU252,S010005,122
OTU84646,S010005,117
OTU95452,S010005,106
OTU54932,S010005,94
OTU97703,S010005,90
OTU956,S010005,82
OTU77790,S010005,80
OTU107126,S010005,77
OTU107130,S010005,73
OTU59434,S010005,72
OTU36557,S010005,56
OTU81356,S010005,43
OTU1370,S010005,37
OTU78221,S010005,32
OTU75265,S010005,30
OTU100514,S010005,30
OTU53052,S010005,30
OTU6501,S010005,26
OTU66479,S010005,25
OTU410,S010005,23
OTU81025,S010005,21
OTU4375,S010005,15
OTU107120,S010005,14
OTU52261,S010005,13
OTU80767,S010005,12
OTU409,S010005,12
OTU83482,S010005,10
OTU12916,S010005,10
OTU83428,S010005,10
OTU106816,S010005,8
OTU51283,S010005,7
OTU618,S010005,7
OTU16029,S010005,6
OTU53663,S010005,6
OTU107107,S010005,6
OTU88760,S010005,5
OTU63,S010005,4
OTU16679,S010005,4
OTU55764,S010005,4
OTU47726,S010005,4
OTU96086,S010005,4
OTU776,S010005,4
OTU1752,S010005,4
OTU15715,S010005,4
OTU11114,S010005,4
OTU64126,S010005,4
OTU73990,S010005,4
OTU82780,S010005,4
OTU37045,S010005,4
OTU81358,S010005,4
OTU42604,S010005,3
OTU1439,S010005,3
OTU17696,S010005,3
OTU86656,S010005,3
OTU22483,S010005,3
OTU53045,S010005,3
OTU65409,S010005,3
OTU809,S010005,3
OTU22979,S010005,3
OTU11951,S010005,2
OTU60927,S010005,2
OTU80517,S010005,2
OTU30009,S010005,2
OTU35442,S010005,2
OTU65165,S010005,2
OTU67423,S010005,2
OTU102408,S010005,2
OTU30234,S010005,2
OTU42595,S010005,2
OTU34287,S010005,2
OTU85569,S010005,2
OTU4838,S010005,2
OTU54328,S010005,2
OTU102287,S010005,2
OTU564,S010005,2
OTU89221,S010005,2
OTU393,S010005,1
OTU7676,S010005,1
OTU6639,S010005,1
OTU1519,S010005,1
OTU93243,S010005,1
OTU53408,S010005,1
OTU63151,S010005,1
OTU2571,S010005,1
OTU101170,S010005,1
OTU2471,S010005,1
OTU3481,S010005,1
OTU20785,S010005,1
OTU93436,S010005,1
OTU30010,S010005,1
OTU62539,S010005,1
OTU74111,S010005,1
OTU19697,S010005,1
OTU35001,S010005,1
OTU855,S010005,1
OTU2700,S010005,1
OTU93490,S010005,1
OTU71762,S010005,1
OTU11579,S010005,1
OTU61989,S010005,1
OTU40873,S010005,1
OTU75334,S010005,1
OTU47187,S010005,1
OTU8560,S010005,1
OTU53175,S010005,1
OTU54809,S010005,1
OTU704,S010005,1
OTU54832,S010005,1
OTU25204,S010005,1
OTU16072,S010005,1
OTU70572,S010005,1
OTU4201,S010005,1
OTU45278,S010005,1
OTU25011,S010005,1
OTU10776,S010005,1
OTU60086,S010005,1
OTU38697,S010005,1
OTU37849,S010005,1
OTU53053,S010005,1
OTU100151,S010005,1
OTU19212,S010005,1
OTU22352,S010005,1
OTU13202,S010005,1
OTU5546,S010005,1
OTU40397,S010005,1
OTU1664,S010005,1
OTU40059,S010005,1
OTU88699,S010005,1
OTU26736,S010005,1
OTU948,S010005,1
OTU79566,S010005,1
OTU53607,S010005,1
OTU1585,S010005,1
OTU41539,S010005,1
OTU18371,S010005,1
OTU105094,S010005,1
OTU13044,S010005,1
OTU87881,S010005,1
OTU85197,S010005,1
OTU12900,S010005,1
OTU11356,S010005,1
OTU34243,S010005,1
OTU2961,S010007,4144
OTU98641,S010007,1582
OTU30817,S010007,1566
OTU97283,S010007,655
OTU59,S010007,556
OTU69806,S010007,400
OTU94346,S010007,361
OTU36557,S010007,307
OTU361,S010007,282
OTU3071,S010007,269
OTU666,S010007,264
OTU1370,S010007,223
OTU13174,S010007,181
OTU100514,S010007,158
OTU52764,S010007,129
OTU24351,S010007,115
OTU46850,S010007,103
OTU3606,S010007,99
OTU28,S010007,98
OTU9007,S010007,98
OTU575,S010007,80
OTU193,S010007,75
OTU946,S010007,72
OTU53663,S010007,70
OTU22843,S010007,66
OTU53052,S010007,57
OTU10790,S010007,55
OTU5558,S010007,51
OTU855,S010007,50
OTU3556,S010007,46
OTU106540,S010007,39
OTU83482,S010007,37
OTU932,S010007,36
OTU52261,S010007,34
OTU77790,S010007,29
OTU3422,S010007,23
OTU107130,S010007,22
OTU3346,S010007,20
OTU409,S010007,18
OTU80767,S010007,16
OTU49887,S010007,16
OTU37045,S010007,14
OTU86161,S010007,13
OTU9024,S010007,11
OTU3291,S010007,9
OTU65165,S010007,7
OTU5141,S010007,7
OTU63,S010007,6
OTU46867,S010007,6
OTU16919,S010007,6
OTU52909,S010007,5
OTU78871,S010007,5
OTU94360,S010007,4
OTU55884,S010007,4
OTU84462,S010007,4
OTU50398,S010007,4
OTU37849,S010007,4
OTU70269,S010007,4
OTU56336,S010007,3
OTU54107,S010007,3
OTU776,S010007,3
OTU621,S010007,3
OTU1072,S010007,2
OTU1268,S010007,2
OTU51,S010007,2
OTU83428,S010007,2
OTU98180,S010007,2
OTU44583,S010007,2
OTU38116,S010007,2
OTU28491,S010007,2
OTU64,S010007,2
OTU78192,S010007,2
OTU89932,S010007,2
OTU10933,S010007,2
OTU82977,S010007,2
OTU11086,S010007,2
OTU44402,S010007,2
OTU28646,S010007,2
OTU103341,S010007,2
OTU14879,S010007,1
OTU150,S010007,1
OTU58181,S010007,1
OTU181,S010007,1
OTU2109,S010007,1
OTU26314,S010007,1
OTU38622,S010007,1
OTU5570,S010007,1
OTU42488,S010007,1
OTU69805,S010007,1
OTU19582,S010007,1
OTU102287,S010007,1
OTU21632,S010007,1
OTU25204,S010007,1
OTU98211,S010007,1
OTU10776,S010007,1
OTU13997,S010007,1
OTU88699,S010007,1
OTU7759,S010007,1
OTU26779,S010007,1
OTU75813,S010007,1
OTU46252,S010007,1
OTU2680,S010007,1
OTU102852,S010007,1
OTU5028,S010007,1
OTU32414,S010007,1
OTU47776,S010007,1
OTU26373,S010007,1
OTU7807,S010007,1
OTU100463,S010007,1
OTU85487,S010007,1
OTU76506,S010007,1
OTU72376,S010007,1
OTU12099,S010007,1
OTU19127,S010007,1
OTU1375,S010007,1
OTU99070,S010007,1
OTU36441,S010007,1
OTU10741,S010007,1
OTU22826,S010008,4768
OTU14879,S010008,1797
OTU84646,S010008,1065
OTU763,S010008,788
OTU61757,S010008,765
OTU94346,S010008,607
OTU75265,S010008,318
OTU56336,S010008,270
OTU97283,S010008,230
OTU46850,S010008,139
OTU1859,S010008,137
OTU956,S010008,107
OTU73990,S010008,70
OTU879,S010008,64
OTU78221,S010008,49
OTU12298,S010008,44
OTU11951,S010008,40
OTU58181,S010008,37
OTU16029,S010008,36
OTU10790,S010008,34
OTU93490,S010008,24
OTU11579,S010008,22
OTU27423,S010008,18
OTU60927,S010008,17
OTU55884,S010008,14
OTU59434,S010008,12
OTU17696,S010008,12
OTU75334,S010008,12
OTU54809,S010008,12
OTU10888,S010008,11
OTU42604,S010008,9
OTU6639,S010008,8
OTU1268,S010008,8
OTU95775,S010008,8
OTU19014,S010008,8
OTU42816,S010008,7
OTU30009,S010008,7
OTU70572,S010008,7
OTU564,S010008,7
OTU29042,S010008,7
OTU96086,S010008,6
OTU106816,S010008,6
OTU24429,S010008,5
OTU26314,S010008,5
OTU42580,S010008,5
OTU95294,S010008,5
OTU1752,S010008,4
OTU11114,S010008,4
OTU53408,S010008,4
OTU2571,S010008,4
OTU90276,S010008,4
OTU35001,S010008,3
OTU11678,S010008,3
OTU35971,S010008,3
OTU30234,S010008,2
OTU20441,S010008,2
OTU2471,S010008,2
OTU30010,S010008,2
OTU33117,S010008,2
OTU79566,S010008,2
OTU150,S010008,1
OTU102408,S010008,1
OTU22483,S010008,1
OTU1648,S010008,1
OTU73108,S010008,1
OTU9489,S010008,1
OTU4243,S010008,1
OTU62539,S010008,1
OTU19697,S010008,1
OTU105827,S010008,1
OTU61153,S010008,1
OTU37464,S010008,1
OTU89221,S010008,1
OTU93076,S010008,1
OTU54909,S010008,1
OTU41370,S010008,1
OTU65997,S010008,1
OTU105094,S010008,1
OTU9241,S010008,1
OTU96835,S010008,1
OTU99745,S010008,1
OTU19955,S010008,1
OTU37895,S010008,1
OTU57338,S010008,1
OTU1032,S010008,1
OTU5832,S010008,1
OTU53732,S010008,1
OTU7245,S010008,1
OTU14879,S010009,3065
OTU61757,S010009,1508
OTU150,S010009,1426
OTU70964,S010009,845
OTU16029,S010009,635
OTU1284,S010009,587
OTU650,S010009,444
OTU1447,S010009,314
OTU94346,S010009,222
OTU97283,S010009,107
OTU40061,S010009,85
OTU79705,S010009,76
OTU12232,S010009,37
OTU86508,S010009,26
OTU6639,S010009,24
OTU24429,S010009,19
OTU836,S010009,18
OTU11114,S010009,17
OTU16679,S010009,12
OTU55764,S010009,9
OTU1519,S010009,9
OTU35631,S010009,9
OTU81807,S010009,8
OTU1439,S010009,7
OTU17696,S010009,7
OTU53408,S010009,6
OTU30234,S010009,5
OTU205,S010009,5
OTU409,S010009,4
OTU2677,S010009,4
OTU51283,S010009,4
OTU35442,S010009,4
OTU88760,S010009,4
OTU49692,S010009,4
OTU86656,S010009,4
OTU80517,S010009,3
OTU47726,S010009,3
OTU93243,S010009,3
OTU76837,S010009,3
OTU101170,S010009,3
OTU19697,S010009,3
OTU64126,S010009,2
OTU62539,S010009,2
OTU41270,S010009,2
OTU40344,S010009,2
OTU1885,S010009,2
OTU78387,S010009,2
OTU11466,S010009,1
OTU67423,S010009,1
OTU47832,S010009,1
OTU2259,S010009,1
OTU18620,S010009,1
OTU37026,S010009,1
OTU23611,S010009,1
OTU2471,S010009,1
OTU38683,S010009,1
OTU85569,S010009,1
OTU5539,S010009,1
OTU14378,S010009,1
OTU44287,S010009,1
OTU25674,S010009,1
OTU54842,S010009,1
OTU93241,S010009,1
OTU13122,S010009,1
OTU73085,S010009,1
OTU72987,S010009,1
OTU92836,S010009,1
OTU94346,S010010,1380
OTU598,S010010,1257
OTU97283,S010010,1190
OTU666,S010010,660
OTU150,S010010,411
OTU45559,S010010,381
OTU80767,S010010,299
OTU97703,S010010,254
OTU410,S010010,253
OTU64301,S010010,249
OTU1370,S010010,224
OTU22826,S010010,212
OTU575,S010010,119
OTU47832,S010010,110
OTU1447,S010010,97
OTU100514,S010010,65
OTU84646,S010010,50
OTU83482,S010010,45
OTU52261,S010010,44
OTU107130,S010010,42
OTU54330,S010010,35
OTU3444,S010010,30
OTU15715,S010010,17
OTU4065,S010010,16
OTU932,S010010,15
OTU46850,S010010,12
OTU618,S010010,11
OTU54107,S010010,10
OTU9410,S010010,10
OTU106540,S010010,8
OTU89208,S010010,8
OTU19239,S010010,8
OTU54839,S010010,5
OTU65165,S010010,4
OTU67423,S010010,4
OTU28491,S010010,4
OTU14533,S010010,4
OTU63,S010010,3
OTU16679,S010010,3
OTU2677,S010010,3
OTU52909,S010010,3
OTU73990,S010010,3
OTU5141,S010010,3
OTU11951,S010010,2
OTU80517,S010010,2
OTU35442,S010010,2
OTU2109,S010010,2
OTU5558,S010010,2
OTU22843,S010010,2
OTU1423,S010010,2
OTU93490,S010010,2
OTU98211,S010010,2
OTU73674,S010010,2
OTU101154,S010010,2
OTU17658,S010010,2
OTU23435,S010010,2
OTU77987,S010010,2
OTU361,S010010,1
OTU1439,S010010,1
OTU55764,S010010,1
OTU8497,S010010,1
OTU51283,S010010,1
OTU53052,S010010,1
OTU1519,S010010,1
OTU86656,S010010,1
OTU3013,S010010,1
OTU38116,S010010,1
OTU41355,S010010,1
OTU2307,S010010,1
OTU16101,S010010,1
OTU1123,S010010,1
OTU19014,S010010,1
OTU42580,S010010,1
OTU91370,S010010,1
OTU29042,S010010,1
OTU91337,S010010,1
OTU40397,S010010,1
OTU99438,S010010,1
OTU18371,S010010,1
OTU23345,S010010,1
OTU54097,S010010,1
OTU64584,S010010,1
OTU6060,S010010,1
OTU92870,S010010,1
OTU88752,S010010,1
OTU666,S010011,514
OTU361,S010011,350
OTU95452,S010011,277
OTU181,S010011,227
OTU97283,S010011,193
OTU96376,S010011,190
OTU94346,S010011,189
OTU3071,S010011,159
OTU16029,S010011,147
OTU14879,S010011,139
OTU83482,S010011,115
OTU150,S010011,112
OTU46850,S010011,109
OTU94360,S010011,105
OTU763,S010011,91
OTU28,S010011,86
OTU4983,S010011,75
OTU61757,S010011,74
OTU79705,S010011,67
OTU52764,S010011,66
OTU33842,S010011,52
OTU1370,S010011,50
OTU8807,S010011,48
OTU932,S010011,44
OTU598,S010011,38
OTU52261,S010011,37
OTU80767,S010011,33
OTU17702,S010011,26
OTU13174,S010011,25
OTU56336,S010011,23
OTU1447,S010011,22
OTU956,S010011,16
OTU54107,S010011,16
OTU50999,S010011,14
OTU24351,S010011,12
OTU45559,S010011,11
OTU10477,S010011,10
OTU36557,S010011,8
OTU4186,S010011,8
OTU8497,S010011,8
OTU10790,S010011,8
OTU63,S010011,7
OTU60724,S010011,5
OTU55884,S010011,4
OTU20559,S010011,4
OTU30009,S010011,3
OTU44583,S010011,3
OTU78221,S010011,2
OTU86656,S010011,2
OTU98180,S010011,2
OTU102408,S010011,2
OTU30234,S010011,2
OTU42488,S010011,2
OTU84462,S010011,2
OTU50398,S010011,2
OTU35134,S010011,2
OTU45113,S010011,2
OTU60927,S010011,1
OTU17696,S010011,1
OTU1268,S010011,1
OTU47726,S010011,1
OTU65165,S010011,1
OTU52909,S010011,1
OTU88760,S010011,1
OTU49692,S010011,1
OTU79531,S010011,1
OTU621,S010011,1
OTU1648,S010011,1
OTU2259,S010011,1
OTU76837,S010011,1
OTU2471,S010011,1
OTU17832,S010011,1
OTU38116,S010011,1
OTU2866,S010011,1
OTU68030,S010011,1
OTU33117,S010011,1
OTU82997,S010011,1
OTU22952,S010011,1
OTU91071,S010011,1
OTU103073,S010011,1
OTU50030,S010011,1
OTU17043,S010011,1
OTU763,S010012,4803
OTU150,S010012,1400
OTU94346,S010012,983
OTU956,S010012,788
OTU107132,S010012,546
OTU1447,S010012,456
OTU78221,S010012,263
OTU60927,S010012,165
OTU252,S010012,83
OTU16629,S010012,48
OTU410,S010012,36
OTU97283,S010012,32
OTU30009,S010012,28
OTU96086,S010012,24
OTU16029,S010012,23
OTU1752,S010012,21
OTU55764,S010012,21
OTU1648,S010012,17
OTU22826,S010012,15
OTU46062,S010012,13
OTU16679,S010012,12
OTU20785,S010012,12
OTU22483,S010012,11
OTU15715,S010012,11
OTU49692,S010012,10
OTU107196,S010012,9
OTU51283,S010012,8
OTU42595,S010012,8
OTU30010,S010012,7
OTU47726,S010012,6
OTU80517,S010012,6
OTU1439,S010012,5
OTU2571,S010012,5
OTU47141,S010012,5
OTU35442,S010012,5
OTU9489,S010012,5
OTU4243,S010012,5
OTU104093,S010012,5
OTU26338,S010012,5
OTU88760,S010012,4
OTU26541,S010012,4
OTU16072,S010012,4
OTU5539,S010012,4
OTU8434,S010012,4
OTU409,S010012,3
OTU2259,S010012,3
OTU86656,S010012,3
OTU67423,S010012,3
OTU47832,S010012,3
OTU68030,S010012,3
OTU1519,S010012,3
OTU38683,S010012,3
OTU89489,S010012,3
OTU76837,S010012,3
OTU47187,S010012,3
OTU45793,S010012,3
OTU21935,S010012,3
OTU2677,S010012,2
OTU35001,S010012,2
OTU84646,S010012,2
OTU54046,S010012,2
OTU393,S010012,2
OTU50986,S010012,2
OTU1023,S010012,2
OTU36484,S010012,2
OTU102912,S010012,2
OTU53711,S010012,2
OTU17658,S010012,2
OTU52764,S010012,1
OTU50183,S010012,1
OTU3013,S010012,1
OTU776,S010012,1
OTU4201,S010012,1
OTU138,S010012,1
OTU618,S010012,1
OTU11951,S010012,1
OTU12636,S010012,1
OTU105827,S010012,1
OTU64126,S010012,1
OTU72897,S010012,1
OTU2700,S010012,1
OTU37026,S010012,1
OTU27893,S010012,1
OTU34287,S010012,1
OTU61153,S010012,1
OTU13118,S010012,1
OTU58162,S010012,1
OTU1123,S010012,1
OTU38697,S010012,1
OTU65409,S010012,1
OTU54839,S010012,1
OTU60088,S010012,1
OTU18687,S010012,1
OTU105097,S010012,1
OTU88759,S010012,1
OTU102408,S010012,1
OTU41409,S010012,1
OTU23860,S010012,1
OTU54842,S010012,1
OTU948,S010012,1
OTU49386,S010012,1
OTU93076,S010012,1
OTU37464,S010012,1
OTU15765,S010012,1
OTU45773,S010012,1
OTU7117,S010012,1
OTU74624,S010012,1
OTU27638,S010012,1
OTU89313,S010012,1
OTU82001,S010012,1
OTU90336,S010012,1
OTU39981,S010012,1
OTU51412,S010012,1
OTU45932,S010012,1
OTU16819,S010012,1
OTU42065,S010012,1
OTU381,S010012,1
OTU53916,S010012,1
OTU150,S010013,22859
OTU1447,S010013,4361
OTU763,S010013,500
OTU16679,S010013,180
OTU51283,S010013,111
OTU55764,S010013,85
OTU1439,S010013,70
OTU409,S010013,69
OTU956,S010013,68
OTU35442,S010013,68
OTU49692,S010013,65
OTU97283,S010013,64
OTU67423,S010013,62
OTU88760,S010013,58
OTU2677,S010013,56
OTU47726,S010013,55
OTU75799,S010013,51
OTU86656,S010013,47
OTU78221,S010013,43
OTU1519,S010013,41
OTU64126,S010013,30
OTU93243,S010013,27
OTU80517,S010013,23
OTU76837,S010013,22
OTU53045,S010013,21
OTU2259,S010013,19
OTU54046,S010013,17
OTU97703,S010013,17
OTU23611,S010013,16
OTU101170,S010013,16
OTU38683,S010013,14
OTU92029,S010013,14
OTU776,S010013,13
OTU47141,S010013,13
OTU65409,S010013,13
OTU37026,S010013,11
OTU85569,S010013,10
OTU5539,S010013,10
OTU1072,S010013,10
OTU479,S010013,10
OTU6501,S010013,9
OTU77105,S010013,9
OTU84831,S010013,9
OTU193,S010013,9
OTU92931,S010013,8
OTU60927,S010013,8
OTU53175,S010013,8
OTU18620,S010013,7
OTU8497,S010013,7
OTU47832,S010013,7
OTU14526,S010013,7
OTU1123,S010013,6
OTU14378,S010013,6
OTU64968,S010013,6
OTU87252,S010013,6
OTU15064,S010013,6
OTU1790,S010013,6
OTU11621,S010013,5
OTU38397,S010013,5
OTU86531,S010013,4
OTU35134,S010013,4
OTU40061,S010013,4
OTU2571,S010013,3
OTU64969,S010013,3
OTU72897,S010013,3
OTU93436,S010013,3
OTU63151,S010013,3
OTU35328,S010013,3
OTU107108,S010013,3
OTU13997,S010013,2
OTU5570,S010013,2
OTU4838,S010013,2
OTU22483,S010013,2
OTU73674,S010013,2
OTU13122,S010013,2
OTU30009,S010013,2
OTU45793,S010013,2
OTU54839,S010013,2
OTU17328,S010013,2
OTU50986,S010013,2
OTU3346,S010013,2
OTU43743,S010013,2
OTU107113,S010013,2
OTU40055,S010013,2
OTU11085,S010013,2
OTU71007,S010013,2
OTU81807,S010013,2
OTU51,S010013,1
OTU95346,S010013,1
OTU33775,S010013,1
OTU17214,S010013,1
OTU5518,S010013,1
OTU22979,S010013,1
OTU35213,S010013,1
OTU4201,S010013,1
OTU37849,S010013,1
OTU68030,S010013,1
OTU9489,S010013,1
OTU4243,S010013,1
OTU91370,S010013,1
OTU107118,S010013,1
OTU53053,S010013,1
OTU5609,S010013,1
OTU18687,S010013,1
OTU30010,S010013,1
OTU4375,S010013,1
OTU107106,S010013,1
OTU4303,S010013,1
OTU81358,S010013,1
OTU35334,S010013,1
OTU102408,S010013,1
OTU71762,S010013,1
OTU25652,S010013,1
OTU93241,S010013,1
OTU49786,S010013,1
OTU5224,S010013,1
OTU74624,S010013,1
OTU35938,S010013,1
OTU54602,S010013,1
OTU63160,S010013,1
OTU67924,S010013,1
OTU73300,S010013,1
OTU8000,S010013,1
OTU41694,S010013,1
OTU15009,S010013,1
OTU763,S010014,9129
OTU150,S010014,2777
OTU956,S010014,1507
OTU1447,S010014,1135
OTU78221,S010014,410
OTU60927,S010014,259
OTU30009,S010014,59
OTU1752,S010014,43
OTU22826,S010014,39
OTU55764,S010014,39
OTU96086,S010014,35
OTU16679,S010014,29
OTU80767,S010014,21
OTU22483,S010014,21
OTU97283,S010014,20
OTU89489,S010014,18
OTU1648,S010014,16
OTU2571,S010014,15
OTU46062,S010014,14
OTU409,S010014,13
OTU80517,S010014,12
OTU47141,S010014,12
OTU68030,S010014,12
OTU35001,S010014,11
OTU47726,S010014,11
OTU51283,S010014,11
OTU20785,S010014,10
OTU104093,S010014,10
OTU88760,S010014,9
OTU84646,S010014,9
OTU65409,S010014,9
OTU42595,S010014,9
OTU2677,S010014,8
OTU9489,S010014,8
OTU60086,S010014,8
OTU86656,S010014,7
OTU26541,S010014,7
OTU1519,S010014,7
OTU30010,S010014,7
OTU36484,S010014,7
OTU4243,S010014,6
OTU45793,S010014,6
OTU1439,S010014,5
OTU53045,S010014,5
OTU83482,S010014,5
OTU2259,S010014,5
OTU7616,S010014,5
OTU9968,S010014,5
OTU23611,S010014,5
OTU47187,S010014,5
OTU58162,S010014,5
OTU71762,S010014,5
OTU26338,S010014,5
OTU49692,S010014,4
OTU12636,S010014,4
OTU67423,S010014,4
OTU105827,S010014,4
OTU64126,S010014,4
OTU93243,S010014,4
OTU18687,S010014,4
OTU58978,S010014,4
OTU102408,S010014,4
