OTU,SampleID,Reads,DataFrame
OTU7325,S008846,1,spring2017
OTU13969,S008846,1,spring2017
OTU8535,S008846,1,spring2017
OTU11547,S008846,1,spring2017
OTU19026,S008846,1,spring2017
OTU13470,S008846,1,spring2017
OTU3497,S008846,1,spring2017
OTU8756,S008846,1,spring2017
OTU4795,S008846,1,spring2017
OTU21164,S008846,1,spring2017
OTU3934,S008846,1,spring2017
OTU6403,S008846,1,spring2017
OTU10519,S008846,1,spring2017
OTU7055,S008846,1,spring2017
OTU23275,S008846,1,spring2017
OTU9936,S008846,1,spring2017
OTU11382,S008846,1,spring2017
OTU11161,S008846,1,spring2017
OTU14392,S008846,1,spring2017
OTU22856,S008846,1,spring2017
OTU5534,S008846,1,spring2017
OTU15131,S008846,1,spring2017
OTU4367,S008846,1,spring2017
OTU7537,S008846,1,spring2017
OTU5545,S008846,1,spring2017
OTU8129,S008846,1,spring2017
OTU3395,S008846,1,spring2017
OTU17851,S008846,1,spring2017
OTU2122,S008846,1,spring2017
OTU9545,S008846,1,spring2017
OTU12037,S008846,1,spring2017
OTU12111,S008846,1,spring2017
OTU12284,S008846,1,spring2017
OTU7496,S008846,1,spring2017
OTU12190,S008846,1,spring2017
OTU19419,S008846,1,spring2017
OTU13075,S008846,1,spring2017
OTU7728,S008846,1,spring2017
OTU15744,S008846,1,spring2017
OTU7823,S008846,1,spring2017
OTU7188,S008846,1,spring2017
OTU4968,S008846,1,spring2017
OTU8781,S008846,1,spring2017
OTU17628,S008846,1,spring2017
OTU10307,S008846,1,spring2017
OTU21789,S008846,1,spring2017
OTU21946,S008846,1,spring2017
OTU12633,S008846,1,spring2017
OTU10897,S008846,1,spring2017
OTU23040,S008846,1,spring2017
OTU23355,S008846,1,spring2017
OTU9949,S008846,1,spring2017
OTU19914,S008846,1,spring2017
OTU8688,S008846,1,spring2017
OTU12200,S008846,1,spring2017
OTU6983,S008846,1,spring2017
OTU15854,S008846,1,spring2017
OTU15780,S008846,1,spring2017
OTU12481,S008846,1,spring2017
OTU12243,S008846,1,spring2017
OTU13497,S008846,1,spring2017
OTU16771,S008846,1,spring2017
OTU12863,S008846,1,spring2017
OTU12699,S008846,1,spring2017
OTU18361,S008846,1,spring2017
OTU10647,S008846,1,spring2017
OTU9602,S008846,1,spring2017
OTU23695,S008846,1,spring2017
OTU5650,S008846,1,spring2017
OTU23646,S008846,1,spring2017
OTU18455,S008846,1,spring2017
OTU11444,S008846,1,spring2017
OTU9434,S008846,1,spring2017
OTU16910,S008846,1,spring2017
OTU6922,S008846,1,spring2017
OTU14253,S008846,1,spring2017
OTU10338,S008846,1,spring2017
OTU14283,S008846,1,spring2017
OTU20147,S008846,1,spring2017
OTU15221,S008846,1,spring2017
OTU8173,S008846,1,spring2017
OTU20808,S008846,1,spring2017
OTU9901,S008846,1,spring2017
OTU5946,S008846,1,spring2017
OTU10363,S008846,1,spring2017
OTU14502,S008846,1,spring2017
OTU15599,S008846,1,spring2017
OTU20925,S008846,1,spring2017
OTU6998,S008846,1,spring2017
OTU21597,S008846,1,spring2017
OTU12178,S008846,1,spring2017
OTU16542,S008846,1,spring2017
OTU19634,S008846,1,spring2017
OTU1,S008847,18676,spring2017
OTU4,S008847,2291,spring2017
OTU69,S008847,540,spring2017
OTU50,S008847,522,spring2017
OTU11,S008847,198,spring2017
OTU8,S008847,192,spring2017
OTU233,S008847,72,spring2017
OTU94,S008847,39,spring2017
OTU232,S008847,34,spring2017
OTU123,S008847,11,spring2017
OTU6198,S008847,11,spring2017
OTU2032,S008847,10,spring2017
OTU307,S008847,8,spring2017
OTU1118,S008847,5,spring2017
OTU882,S008847,4,spring2017
OTU1039,S008847,4,spring2017
OTU3342,S008847,4,spring2017
OTU23981,S008847,4,spring2017
OTU3703,S008847,3,spring2017
OTU149,S008847,3,spring2017
OTU1458,S008847,3,spring2017
OTU646,S008847,3,spring2017
OTU1980,S008847,3,spring2017
OTU3078,S008847,3,spring2017
OTU1986,S008847,3,spring2017
OTU526,S008847,3,spring2017
OTU4970,S008847,3,spring2017
OTU3730,S008847,3,spring2017
OTU3213,S008847,3,spring2017
OTU2212,S008847,3,spring2017
OTU4762,S008847,3,spring2017
OTU5751,S008847,3,spring2017
OTU3555,S008847,3,spring2017
OTU1181,S008847,2,spring2017
OTU4229,S008847,2,spring2017
OTU1451,S008847,2,spring2017
OTU1065,S008847,2,spring2017
OTU4466,S008847,2,spring2017
OTU1420,S008847,2,spring2017
OTU2083,S008847,2,spring2017
OTU496,S008847,2,spring2017
OTU715,S008847,2,spring2017
OTU1563,S008847,2,spring2017
OTU977,S008847,2,spring2017
OTU9130,S008847,2,spring2017
OTU23293,S008847,2,spring2017
OTU336,S008847,2,spring2017
OTU4866,S008847,2,spring2017
OTU3821,S008847,2,spring2017
OTU5320,S008847,2,spring2017
OTU918,S008847,2,spring2017
OTU17691,S008847,2,spring2017
OTU1012,S008847,2,spring2017
OTU3452,S008847,2,spring2017
OTU5708,S008847,2,spring2017
OTU2275,S008847,2,spring2017
OTU7189,S008847,2,spring2017
OTU1230,S008847,2,spring2017
OTU10941,S008847,2,spring2017
OTU2440,S008847,2,spring2017
OTU2648,S008847,2,spring2017
OTU4658,S008847,2,spring2017
OTU6711,S008847,2,spring2017
OTU2208,S008847,2,spring2017
OTU3201,S008847,2,spring2017
OTU7192,S008847,2,spring2017
OTU8229,S008847,2,spring2017
OTU11335,S008847,2,spring2017
OTU2839,S008847,2,spring2017
OTU5551,S008847,2,spring2017
OTU11257,S008847,2,spring2017
OTU3127,S008847,2,spring2017
OTU8691,S008847,2,spring2017
OTU10349,S008847,2,spring2017
OTU12912,S008847,2,spring2017
OTU10904,S008847,2,spring2017
OTU23769,S008847,2,spring2017
OTU4630,S008847,2,spring2017
OTU7804,S008847,2,spring2017
OTU2713,S008847,2,spring2017
OTU20575,S008847,2,spring2017
OTU9096,S008847,2,spring2017
OTU18754,S008847,2,spring2017
OTU20899,S008847,2,spring2017
OTU6600,S008847,2,spring2017
OTU23205,S008847,2,spring2017
OTU19557,S008847,2,spring2017
OTU8188,S008847,2,spring2017
OTU6593,S008847,2,spring2017
OTU5037,S008847,2,spring2017
OTU7142,S008847,2,spring2017
OTU19837,S008847,2,spring2017
OTU14653,S008847,2,spring2017
OTU5545,S008847,2,spring2017
OTU5170,S008847,2,spring2017
OTU19029,S008847,2,spring2017
OTU10307,S008847,2,spring2017
OTU14234,S008847,2,spring2017
OTU10366,S008847,2,spring2017
OTU20856,S008847,2,spring2017
OTU17649,S008847,2,spring2017
OTU24,S008847,1,spring2017
OTU10104,S008847,1,spring2017
OTU14,S008847,1,spring2017
OTU4435,S008847,1,spring2017
OTU712,S008847,1,spring2017
OTU11251,S008847,1,spring2017
OTU3884,S008847,1,spring2017
OTU267,S008847,1,spring2017
OTU24133,S008847,1,spring2017
OTU5826,S008847,1,spring2017
OTU2689,S008847,1,spring2017
OTU540,S008847,1,spring2017
OTU519,S008847,1,spring2017
OTU892,S008847,1,spring2017
OTU9120,S008847,1,spring2017
OTU4667,S008847,1,spring2017
OTU1033,S008847,1,spring2017
OTU858,S008847,1,spring2017
OTU680,S008847,1,spring2017
OTU5945,S008847,1,spring2017
OTU999,S008847,1,spring2017
OTU777,S008847,1,spring2017
OTU1612,S008847,1,spring2017
OTU3453,S008847,1,spring2017
OTU21266,S008847,1,spring2017
OTU1808,S008847,1,spring2017
OTU3545,S008847,1,spring2017
OTU14647,S008847,1,spring2017
OTU23780,S008847,1,spring2017
OTU4950,S008847,1,spring2017
OTU713,S008847,1,spring2017
OTU6394,S008847,1,spring2017
OTU5925,S008847,1,spring2017
OTU501,S008847,1,spring2017
OTU1264,S008847,1,spring2017
OTU3186,S008847,1,spring2017
OTU848,S008847,1,spring2017
OTU9648,S008847,1,spring2017
OTU308,S008847,1,spring2017
OTU6816,S008847,1,spring2017
OTU3324,S008847,1,spring2017
OTU4760,S008847,1,spring2017
OTU1097,S008847,1,spring2017
OTU5276,S008847,1,spring2017
OTU1319,S008847,1,spring2017
OTU9586,S008847,1,spring2017
OTU6478,S008847,1,spring2017
OTU2406,S008847,1,spring2017
OTU1731,S008847,1,spring2017
OTU671,S008847,1,spring2017
OTU19317,S008847,1,spring2017
OTU5966,S008847,1,spring2017
OTU9632,S008847,1,spring2017
OTU837,S008847,1,spring2017
OTU2606,S008847,1,spring2017
OTU1677,S008847,1,spring2017
OTU1052,S008847,1,spring2017
OTU3841,S008847,1,spring2017
OTU186,S008847,1,spring2017
OTU6618,S008847,1,spring2017
OTU2111,S008847,1,spring2017
OTU3939,S008847,1,spring2017
OTU5567,S008847,1,spring2017
OTU9943,S008847,1,spring2017
OTU1446,S008847,1,spring2017
OTU1683,S008847,1,spring2017
OTU3693,S008847,1,spring2017
OTU1082,S008847,1,spring2017
OTU7155,S008847,1,spring2017
OTU6791,S008847,1,spring2017
OTU13744,S008847,1,spring2017
OTU7111,S008847,1,spring2017
OTU10406,S008847,1,spring2017
OTU9621,S008847,1,spring2017
OTU5199,S008847,1,spring2017
OTU16735,S008847,1,spring2017
OTU915,S008847,1,spring2017
OTU4794,S008847,1,spring2017
OTU5104,S008847,1,spring2017
OTU2945,S008847,1,spring2017
OTU16992,S008847,1,spring2017
OTU6295,S008847,1,spring2017
OTU8482,S008847,1,spring2017
OTU4749,S008847,1,spring2017
OTU451,S008847,1,spring2017
OTU6769,S008847,1,spring2017
OTU13568,S008847,1,spring2017
OTU10583,S008847,1,spring2017
OTU3242,S008847,1,spring2017
OTU953,S008847,1,spring2017
OTU5136,S008847,1,spring2017
OTU3633,S008847,1,spring2017
OTU4576,S008847,1,spring2017
OTU1157,S008847,1,spring2017
OTU551,S008847,1,spring2017
OTU22710,S008847,1,spring2017
OTU3748,S008847,1,spring2017
OTU5036,S008847,1,spring2017
OTU1063,S008847,1,spring2017
OTU14541,S008847,1,spring2017
OTU3046,S008847,1,spring2017
OTU2488,S008847,1,spring2017
OTU6298,S008847,1,spring2017
OTU2985,S008847,1,spring2017
OTU3800,S008847,1,spring2017
OTU3534,S008847,1,spring2017
OTU4716,S008847,1,spring2017
OTU14437,S008847,1,spring2017
OTU2397,S008847,1,spring2017
OTU828,S008847,1,spring2017
OTU3288,S008847,1,spring2017
OTU8318,S008847,1,spring2017
OTU2792,S008847,1,spring2017
OTU3581,S008847,1,spring2017
OTU1117,S008847,1,spring2017
OTU7450,S008847,1,spring2017
OTU10284,S008847,1,spring2017
OTU3211,S008847,1,spring2017
OTU3000,S008847,1,spring2017
OTU3586,S008847,1,spring2017
OTU1955,S008847,1,spring2017
OTU2929,S008847,1,spring2017
OTU6656,S008847,1,spring2017
OTU4732,S008847,1,spring2017
OTU1868,S008847,1,spring2017
OTU2583,S008847,1,spring2017
OTU830,S008847,1,spring2017
OTU3115,S008847,1,spring2017
OTU2999,S008847,1,spring2017
OTU2842,S008847,1,spring2017
OTU23345,S008847,1,spring2017
OTU2489,S008847,1,spring2017
OTU5337,S008847,1,spring2017
OTU7478,S008847,1,spring2017
OTU1104,S008847,1,spring2017
OTU12380,S008847,1,spring2017
OTU1947,S008847,1,spring2017
OTU10445,S008847,1,spring2017
OTU1144,S008847,1,spring2017
OTU1018,S008847,1,spring2017
OTU11070,S008847,1,spring2017
OTU1913,S008847,1,spring2017
OTU21580,S008847,1,spring2017
OTU1897,S008847,1,spring2017
OTU1921,S008847,1,spring2017
OTU17919,S008847,1,spring2017
OTU1376,S008847,1,spring2017
OTU1774,S008847,1,spring2017
OTU16763,S008847,1,spring2017
OTU1072,S008847,1,spring2017
OTU6051,S008847,1,spring2017
OTU7293,S008847,1,spring2017
OTU22055,S008847,1,spring2017
OTU3689,S008847,1,spring2017
OTU677,S008847,1,spring2017
OTU8532,S008847,1,spring2017
OTU5653,S008847,1,spring2017
OTU8406,S008847,1,spring2017
OTU4120,S008847,1,spring2017
OTU6591,S008847,1,spring2017
OTU22717,S008847,1,spring2017
OTU3813,S008847,1,spring2017
OTU5624,S008847,1,spring2017
OTU2103,S008847,1,spring2017
OTU1715,S008847,1,spring2017
OTU4825,S008847,1,spring2017
OTU2500,S008847,1,spring2017
OTU18796,S008847,1,spring2017
OTU21817,S008847,1,spring2017
OTU8386,S008847,1,spring2017
OTU3409,S008847,1,spring2017
OTU22416,S008847,1,spring2017
OTU4606,S008847,1,spring2017
OTU7949,S008847,1,spring2017
OTU7150,S008847,1,spring2017
OTU6749,S008847,1,spring2017
OTU5134,S008847,1,spring2017
OTU21480,S008847,1,spring2017
OTU7678,S008847,1,spring2017
OTU3162,S008847,1,spring2017
OTU3948,S008847,1,spring2017
OTU2036,S008847,1,spring2017
OTU19555,S008847,1,spring2017
OTU4381,S008847,1,spring2017
OTU2216,S008847,1,spring2017
OTU7690,S008847,1,spring2017
OTU23389,S008847,1,spring2017
OTU4622,S008847,1,spring2017
OTU2806,S008847,1,spring2017
OTU7907,S008847,1,spring2017
OTU18520,S008847,1,spring2017
OTU8181,S008847,1,spring2017
OTU22053,S008847,1,spring2017
OTU11537,S008847,1,spring2017
OTU4850,S008847,1,spring2017
OTU10220,S008847,1,spring2017
OTU20490,S008847,1,spring2017
OTU2301,S008847,1,spring2017
OTU8750,S008847,1,spring2017
OTU4213,S008847,1,spring2017
OTU3426,S008847,1,spring2017
OTU23636,S008847,1,spring2017
OTU820,S008847,1,spring2017
OTU9471,S008847,1,spring2017
OTU2773,S008847,1,spring2017
OTU19493,S008847,1,spring2017
OTU18331,S008847,1,spring2017
OTU1338,S008847,1,spring2017
OTU934,S008847,1,spring2017
OTU8319,S008847,1,spring2017
OTU7482,S008847,1,spring2017
OTU11834,S008847,1,spring2017
OTU18527,S008847,1,spring2017
OTU3601,S008847,1,spring2017
OTU2628,S008847,1,spring2017
OTU12440,S008847,1,spring2017
OTU3014,S008847,1,spring2017
OTU13310,S008847,1,spring2017
OTU13565,S008847,1,spring2017
OTU4872,S008847,1,spring2017
OTU5612,S008847,1,spring2017
OTU5528,S008847,1,spring2017
OTU1944,S008847,1,spring2017
OTU16026,S008847,1,spring2017
OTU5571,S008847,1,spring2017
OTU7237,S008847,1,spring2017
OTU5715,S008847,1,spring2017
OTU3088,S008847,1,spring2017
OTU5309,S008847,1,spring2017
OTU3116,S008847,1,spring2017
OTU20121,S008847,1,spring2017
OTU4838,S008847,1,spring2017
OTU2383,S008847,1,spring2017
OTU6950,S008847,1,spring2017
OTU7850,S008847,1,spring2017
OTU18967,S008847,1,spring2017
OTU4836,S008847,1,spring2017
OTU22850,S008847,1,spring2017
OTU6727,S008847,1,spring2017
OTU1374,S008847,1,spring2017
OTU9322,S008847,1,spring2017
OTU8631,S008847,1,spring2017
OTU5784,S008847,1,spring2017
OTU6267,S008847,1,spring2017
OTU3894,S008847,1,spring2017
OTU2880,S008847,1,spring2017
OTU10114,S008847,1,spring2017
OTU3975,S008847,1,spring2017
OTU4708,S008847,1,spring2017
OTU23975,S008847,1,spring2017
OTU5992,S008847,1,spring2017
OTU3353,S008847,1,spring2017
OTU13275,S008847,1,spring2017
OTU9665,S008847,1,spring2017
OTU670,S008847,1,spring2017
OTU10871,S008847,1,spring2017
OTU13673,S008847,1,spring2017
OTU3712,S008847,1,spring2017
OTU8738,S008847,1,spring2017
OTU1768,S008847,1,spring2017
OTU6997,S008847,1,spring2017
OTU5210,S008847,1,spring2017
OTU9053,S008847,1,spring2017
OTU9082,S008847,1,spring2017
OTU22483,S008847,1,spring2017
OTU3842,S008847,1,spring2017
OTU4505,S008847,1,spring2017
OTU7941,S008847,1,spring2017
OTU17814,S008847,1,spring2017
OTU3790,S008847,1,spring2017
OTU18069,S008847,1,spring2017
OTU7658,S008847,1,spring2017
OTU3454,S008847,1,spring2017
OTU2638,S008847,1,spring2017
OTU5994,S008847,1,spring2017
OTU4092,S008847,1,spring2017
OTU5805,S008847,1,spring2017
OTU4734,S008847,1,spring2017
OTU8501,S008847,1,spring2017
OTU8886,S008847,1,spring2017
OTU3966,S008847,1,spring2017
OTU9895,S008847,1,spring2017
OTU7273,S008847,1,spring2017
OTU5544,S008847,1,spring2017
OTU4301,S008847,1,spring2017
OTU19268,S008847,1,spring2017
OTU4916,S008847,1,spring2017
OTU6079,S008847,1,spring2017
OTU7364,S008847,1,spring2017
OTU13099,S008847,1,spring2017
OTU6890,S008847,1,spring2017
OTU8752,S008847,1,spring2017
OTU9257,S008847,1,spring2017
OTU7280,S008847,1,spring2017
OTU20005,S008847,1,spring2017
OTU21300,S008847,1,spring2017
OTU8018,S008847,1,spring2017
OTU10515,S008847,1,spring2017
OTU7170,S008847,1,spring2017
OTU17132,S008847,1,spring2017
OTU14883,S008847,1,spring2017
OTU19163,S008847,1,spring2017
OTU14565,S008847,1,spring2017
OTU8582,S008847,1,spring2017
OTU12941,S008847,1,spring2017
OTU4070,S008847,1,spring2017
OTU10797,S008847,1,spring2017
OTU9312,S008847,1,spring2017
OTU18213,S008847,1,spring2017
OTU3895,S008847,1,spring2017
OTU6144,S008847,1,spring2017
OTU5767,S008847,1,spring2017
OTU17367,S008847,1,spring2017
OTU6374,S008847,1,spring2017
OTU12024,S008847,1,spring2017
OTU8552,S008847,1,spring2017
OTU18803,S008847,1,spring2017
OTU7448,S008847,1,spring2017
OTU9854,S008847,1,spring2017
OTU10377,S008847,1,spring2017
OTU5015,S008847,1,spring2017
OTU17343,S008847,1,spring2017
OTU22250,S008847,1,spring2017
OTU4406,S008847,1,spring2017
OTU9993,S008847,1,spring2017
OTU18687,S008847,1,spring2017
OTU1212,S008847,1,spring2017
OTU14620,S008847,1,spring2017
OTU21147,S008847,1,spring2017
OTU13578,S008847,1,spring2017
OTU6239,S008847,1,spring2017
OTU11271,S008847,1,spring2017
OTU14618,S008847,1,spring2017
OTU19074,S008847,1,spring2017
OTU15203,S008847,1,spring2017
OTU12150,S008847,1,spring2017
OTU5280,S008847,1,spring2017
OTU9084,S008847,1,spring2017
OTU23122,S008847,1,spring2017
OTU15937,S008847,1,spring2017
OTU23590,S008847,1,spring2017
OTU12366,S008847,1,spring2017
OTU17007,S008847,1,spring2017
OTU9875,S008847,1,spring2017
OTU16816,S008847,1,spring2017
OTU23972,S008847,1,spring2017
OTU8617,S008847,1,spring2017
OTU7442,S008847,1,spring2017
OTU17846,S008847,1,spring2017
OTU19613,S008847,1,spring2017
OTU5935,S008847,1,spring2017
OTU9624,S008847,1,spring2017
OTU22856,S008847,1,spring2017
OTU20246,S008847,1,spring2017
OTU7782,S008847,1,spring2017
OTU8901,S008847,1,spring2017
OTU17439,S008847,1,spring2017
OTU15054,S008847,1,spring2017
OTU12111,S008847,1,spring2017
OTU4263,S008847,1,spring2017
OTU8142,S008847,1,spring2017
OTU3739,S008847,1,spring2017
OTU9447,S008847,1,spring2017
OTU10899,S008847,1,spring2017
OTU12336,S008847,1,spring2017
OTU6926,S008847,1,spring2017
OTU9915,S008847,1,spring2017
OTU19558,S008847,1,spring2017
OTU10196,S008847,1,spring2017
OTU13625,S008847,1,spring2017
OTU18479,S008847,1,spring2017
OTU9434,S008847,1,spring2017
OTU5463,S008847,1,spring2017
OTU24058,S008847,1,spring2017
OTU23968,S008847,1,spring2017
OTU9070,S008847,1,spring2017
OTU3312,S008847,1,spring2017
OTU17,S008848,16616,spring2017
OTU198,S008848,244,spring2017
OTU1054,S008848,31,spring2017
OTU2469,S008848,21,spring2017
OTU984,S008848,20,spring2017
OTU2668,S008848,15,spring2017
OTU1782,S008848,14,spring2017
OTU4779,S008848,14,spring2017
OTU2353,S008848,14,spring2017
OTU4583,S008848,14,spring2017
OTU5622,S008848,13,spring2017
OTU4624,S008848,13,spring2017
OTU3438,S008848,12,spring2017
OTU4383,S008848,11,spring2017
OTU5770,S008848,11,spring2017
OTU2535,S008848,11,spring2017
OTU3343,S008848,11,spring2017
OTU5475,S008848,10,spring2017
OTU2139,S008848,10,spring2017
OTU3654,S008848,10,spring2017
OTU4235,S008848,10,spring2017
OTU5548,S008848,10,spring2017
OTU2914,S008848,10,spring2017
OTU3706,S008848,10,spring2017
OTU6346,S008848,9,spring2017
OTU7599,S008848,9,spring2017
OTU24,S008848,8,spring2017
OTU3726,S008848,8,spring2017
OTU5997,S008848,8,spring2017
OTU3590,S008848,8,spring2017
OTU21645,S008848,8,spring2017
OTU4159,S008848,8,spring2017
OTU4847,S008848,8,spring2017
OTU785,S008848,7,spring2017
OTU7185,S008848,7,spring2017
OTU5184,S008848,7,spring2017
OTU5918,S008848,7,spring2017
OTU5804,S008848,7,spring2017
OTU11021,S008848,7,spring2017
OTU5192,S008848,7,spring2017
OTU8254,S008848,7,spring2017
OTU5212,S008848,7,spring2017
OTU5895,S008848,7,spring2017
OTU4380,S008848,7,spring2017
OTU9534,S008848,7,spring2017
OTU5290,S008848,6,spring2017
OTU2603,S008848,6,spring2017
OTU8685,S008848,6,spring2017
OTU14280,S008848,6,spring2017
OTU7646,S008848,6,spring2017
OTU6637,S008848,6,spring2017
OTU5615,S008848,6,spring2017
OTU6045,S008848,6,spring2017
OTU10316,S008848,6,spring2017
OTU4561,S008848,6,spring2017
OTU4339,S008848,6,spring2017
OTU5119,S008848,6,spring2017
OTU6061,S008848,6,spring2017
OTU10132,S008848,6,spring2017
OTU4164,S008848,6,spring2017
OTU8351,S008848,6,spring2017
OTU5281,S008848,6,spring2017
OTU6738,S008848,6,spring2017
OTU11258,S008848,6,spring2017
OTU6008,S008848,6,spring2017
OTU4568,S008848,6,spring2017
OTU5834,S008848,6,spring2017
OTU7761,S008848,6,spring2017
OTU8962,S008848,6,spring2017
OTU7241,S008848,6,spring2017
OTU8612,S008848,6,spring2017
OTU19472,S008848,6,spring2017
OTU8787,S008848,6,spring2017
OTU7464,S008848,6,spring2017
OTU13867,S008848,6,spring2017
OTU5706,S008848,6,spring2017
OTU6895,S008848,5,spring2017
OTU8655,S008848,5,spring2017
OTU5574,S008848,5,spring2017
OTU7340,S008848,5,spring2017
OTU7693,S008848,5,spring2017
OTU7956,S008848,5,spring2017
OTU13783,S008848,5,spring2017
OTU6607,S008848,5,spring2017
OTU9668,S008848,5,spring2017
OTU5560,S008848,5,spring2017
OTU17286,S008848,5,spring2017
OTU18469,S008848,5,spring2017
OTU7401,S008848,5,spring2017
OTU6979,S008848,5,spring2017
OTU6802,S008848,5,spring2017
OTU10541,S008848,5,spring2017
OTU6516,S008848,5,spring2017
OTU5178,S008848,5,spring2017
OTU5838,S008848,5,spring2017
OTU7227,S008848,5,spring2017
OTU9202,S008848,5,spring2017
OTU5300,S008848,5,spring2017
OTU7801,S008848,5,spring2017
OTU5893,S008848,5,spring2017
OTU14536,S008848,5,spring2017
OTU6683,S008848,5,spring2017
OTU5453,S008848,5,spring2017
OTU9595,S008848,5,spring2017
OTU7042,S008848,5,spring2017
OTU10943,S008848,5,spring2017
OTU9328,S008848,5,spring2017
OTU13475,S008848,5,spring2017
OTU10611,S008848,5,spring2017
OTU7083,S008848,5,spring2017
OTU9057,S008848,5,spring2017
OTU7429,S008848,5,spring2017
OTU7747,S008848,5,spring2017
OTU6272,S008848,5,spring2017
OTU7339,S008848,5,spring2017
OTU5408,S008848,5,spring2017
OTU7947,S008848,5,spring2017
OTU11240,S008848,5,spring2017
OTU19428,S008848,5,spring2017
OTU23869,S008848,4,spring2017
OTU14261,S008848,4,spring2017
OTU18507,S008848,4,spring2017
OTU7100,S008848,4,spring2017
OTU11915,S008848,4,spring2017
OTU23768,S008848,4,spring2017
OTU6928,S008848,4,spring2017
OTU4233,S008848,4,spring2017
OTU6583,S008848,4,spring2017
OTU6785,S008848,4,spring2017
OTU19498,S008848,4,spring2017
OTU8465,S008848,4,spring2017
OTU10371,S008848,4,spring2017
OTU12107,S008848,4,spring2017
OTU20475,S008848,4,spring2017
OTU18586,S008848,4,spring2017
OTU8272,S008848,4,spring2017
OTU8405,S008848,4,spring2017
OTU14304,S008848,4,spring2017
OTU12281,S008848,4,spring2017
OTU22644,S008848,4,spring2017
OTU11331,S008848,4,spring2017
OTU10969,S008848,4,spring2017
OTU11551,S008848,4,spring2017
OTU6724,S008848,4,spring2017
OTU14085,S008848,4,spring2017
OTU9049,S008848,4,spring2017
OTU9686,S008848,4,spring2017
OTU11340,S008848,4,spring2017
OTU11357,S008848,4,spring2017
OTU11630,S008848,4,spring2017
OTU6810,S008848,4,spring2017
OTU6342,S008848,4,spring2017
OTU8967,S008848,4,spring2017
OTU7774,S008848,4,spring2017
OTU6838,S008848,4,spring2017
OTU12390,S008848,4,spring2017
OTU11424,S008848,4,spring2017
OTU11926,S008848,4,spring2017
OTU9462,S008848,4,spring2017
OTU9439,S008848,4,spring2017
OTU17551,S008848,4,spring2017
OTU6135,S008848,4,spring2017
OTU16757,S008848,4,spring2017
OTU9195,S008848,4,spring2017
OTU5118,S008848,4,spring2017
OTU9216,S008848,4,spring2017
OTU7363,S008848,4,spring2017
OTU11279,S008848,4,spring2017
OTU7492,S008848,4,spring2017
OTU3785,S008848,4,spring2017
OTU13021,S008848,4,spring2017
OTU4994,S008848,4,spring2017
OTU9444,S008848,4,spring2017
OTU23195,S008848,4,spring2017
OTU7398,S008848,4,spring2017
OTU6143,S008848,4,spring2017
OTU16345,S008848,4,spring2017
OTU10942,S008848,4,spring2017
OTU11158,S008848,4,spring2017
OTU6813,S008848,4,spring2017
OTU7152,S008848,4,spring2017
OTU8516,S008848,4,spring2017
OTU10559,S008848,4,spring2017
OTU10453,S008848,4,spring2017
OTU7748,S008848,4,spring2017
OTU8425,S008848,4,spring2017
OTU10534,S008848,4,spring2017
OTU11425,S008848,4,spring2017
OTU13394,S008848,3,spring2017
OTU9635,S008848,3,spring2017
OTU6384,S008848,3,spring2017
OTU18877,S008848,3,spring2017
OTU7908,S008848,3,spring2017
OTU19012,S008848,3,spring2017
OTU12999,S008848,3,spring2017
OTU12205,S008848,3,spring2017
OTU22183,S008848,3,spring2017
OTU8220,S008848,3,spring2017
OTU7715,S008848,3,spring2017
OTU15675,S008848,3,spring2017
OTU11380,S008848,3,spring2017
OTU24029,S008848,3,spring2017
OTU8831,S008848,3,spring2017
OTU12328,S008848,3,spring2017
OTU7827,S008848,3,spring2017
OTU15299,S008848,3,spring2017
OTU5035,S008848,3,spring2017
OTU21814,S008848,3,spring2017
OTU18367,S008848,3,spring2017
OTU9142,S008848,3,spring2017
OTU11771,S008848,3,spring2017
OTU11299,S008848,3,spring2017
OTU6452,S008848,3,spring2017
OTU19234,S008848,3,spring2017
OTU15226,S008848,3,spring2017
OTU18916,S008848,3,spring2017
OTU10343,S008848,3,spring2017
OTU14295,S008848,3,spring2017
OTU19112,S008848,3,spring2017
OTU23662,S008848,3,spring2017
OTU11342,S008848,3,spring2017
OTU17373,S008848,3,spring2017
OTU19193,S008848,3,spring2017
OTU11410,S008848,3,spring2017
OTU10711,S008848,3,spring2017
OTU11378,S008848,3,spring2017
OTU8274,S008848,3,spring2017
OTU15770,S008848,3,spring2017
OTU11545,S008848,3,spring2017
OTU11396,S008848,3,spring2017
OTU9663,S008848,3,spring2017
OTU7607,S008848,3,spring2017
OTU23956,S008848,3,spring2017
OTU7275,S008848,3,spring2017
OTU14318,S008848,3,spring2017
OTU16408,S008848,3,spring2017
OTU20006,S008848,3,spring2017
OTU20417,S008848,3,spring2017
OTU11539,S008848,3,spring2017
OTU20927,S008848,3,spring2017
OTU9282,S008848,3,spring2017
OTU9182,S008848,3,spring2017
OTU22658,S008848,3,spring2017
OTU12530,S008848,3,spring2017
OTU8613,S008848,3,spring2017
OTU14210,S008848,3,spring2017
OTU24135,S008848,3,spring2017
OTU7771,S008848,3,spring2017
OTU10193,S008848,3,spring2017
OTU14527,S008848,3,spring2017
OTU6598,S008848,3,spring2017
OTU8312,S008848,3,spring2017
OTU9662,S008848,3,spring2017
OTU5798,S008848,3,spring2017
